시군명,농장명,축종명,사육두수,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
포천시,람보목장,젖소,96,경기도 포천시 영중면 금화봉길 449,"경기도 포천시 영중면 거사리 701번지 1호 등 4필지(671, 670-1, 671-6) ",,,2025-01-13
포천시,추산목장,젖소,170,경기도 포천시 영중면 금화봉길 701,"경기도 포천시 영중면 양문리 728번지 ,-2, 727-2, -4, -10 ",,,2025-01-13
포천시,거사목장,젖소,68,경기도 포천시 영중면 금화봉길 586,경기도 포천시 영중면 거사리 328번지 2호  ,,,2025-01-13
포천시,얼굴목장,한우,12,경기도 포천시 영중면 전영로1369번길 13,경기도 포천시 영중면 영평리 203번지 2호  ,,,2025-01-13
포천시,성동목장,젖소,38,경기도 포천시 영중면 호국로 3237,경기도 포천시 영중면 성동리 450번지 1호  ,,,2025-01-13
포천시,다현목장,젖소,60,경기도 포천시 영중면 나삼4길 61,경기도 포천시 영중면 양문리 1137번지  ,,,2025-01-13
포천시,내천목장,젖소,92,경기도 포천시 내촌면 오림포1길 33,경기도 포천시 내촌면 진목리 99번지 외 1필지(100번지) ,,,2025-01-13
포천시,명랑목장,젖소,65,경기도 포천시 내촌면 소리개길 17,"경기도 포천시 내촌면 음현리 132번지 ,-4, -5 ",,,2025-01-13
포천시,둔기목장,젖소,34,경기도 포천시 내촌면 금강로2223번길 17,경기도 포천시 내촌면 음현리 675번지  ,,,2025-01-13
포천시,재산목장,젖소,71,경기도 포천시 내촌면 음고개길 37-25,"경기도 포천시 내촌면 음현리 164번지 3호 164-6,산7-8 ",,,2025-01-13
포천시,성실목장,젖소,110,경기도 포천시 내촌면 금강로2110번길 63,경기도 포천시 내촌면 음현리 353번지 3호  ,,,2025-01-13
포천시,마일목장,젖소,36,경기도 포천시 내촌면 소리개길 111,경기도 포천시 내촌면 내리 88번지 1호  ,,,2025-01-13
포천시,-,육우,10,경기도 포천시 내촌면 능곡청정길 51-9,경기도 포천시 내촌면 내리 53번지 2호  ,,,2025-01-13
포천시,을영목장,젖소,40,경기도 포천시 내촌면 능곡청정길 18,경기도 포천시 내촌면 내리 95번지 2호  ,,,2025-01-13
포천시,진목목장,젖소,24,경기도 포천시 내촌면 내진로155번길 25-29,경기도 포천시 내촌면 진목리 578번지  ,,,2025-01-13
포천시,상승목장,젖소,31,경기도 포천시 내촌면 오림포길 12,경기도 포천시 내촌면 진목리 463번지 4호  ,,,2025-01-13
포천시,이호목장,젖소,100,"경기도 포천시 가산면 포천로887번길 90 (외2필지(157-3,160-2))","경기도 포천시 가산면 감암리 157번지 1호 외2필지(157-3,160-2) ",,,2025-01-13
포천시,마곡목장,젖소,57,경기도 포천시 가산면 마전길 183,경기도 포천시 가산면 마전리 139번지 2호  ,,,2025-01-13
포천시,현준농장,한우,5,경기도 포천시 가산면 포천로912번길 101,경기도 포천시 가산면 마전리 582번지 1호  ,,,2025-01-13
포천시,구훈목장,젖소,45,경기도 포천시 가산면 마전3길 45,경기도 포천시 가산면 마전리 494번지 4호  ,,,2025-01-13
포천시,대풍목장,젖소,26,경기도 포천시 가산면 포천로898번길 50-57,경기도 포천시 가산면 마산리 124번지 2호  ,,,2025-01-13
포천시,현영목장,한우,170,경기도 포천시 가산면 감암1길 45-1,경기도 포천시 가산면 마산리 659번지 1호  ,,,2025-01-13
포천시,숲속목장,젖소,50,"경기도 포천시 내촌면 금강로3029번길 60, 등 6필지(-18,325,327-16,-5,산126-7)","경기도 포천시 내촌면 신팔리 324번지 2호 등 6필지(-18,325,327-16,-5,산126-7) ",,,2025-01-13
포천시,은학목장,젖소,0,경기도 포천시 내촌면 금강로2606번길 8-28,경기도 포천시 내촌면 소학리 353번지 1호  ,,,2025-01-13
포천시,오빠치목장,젖소,62,경기도 포천시 관인면 창동로 1307-197,경기도 포천시 관인면 삼율리 222번지 1호  ,,,2025-01-13
포천시,백마목장,젖소,60,,경기도 포천시 관인면 냉정리 720번지  ,,,2025-01-13
포천시,복실목장,젖소,102,경기도 포천시 화현면 화동로527번길 34,"경기도 포천시 화현면 화현리 138번지 2호 ,-3, 426-3, 427-1 ",,,2025-01-13
포천시,건재목장,젖소,35,경기도 포천시 관인면 북원로 371-85,경기도 포천시 관인면 사정리 131번지  ,,,2025-01-13
포천시,천송목장,젖소,39,경기도 포천시 관인면 창동로1894번길 73,경기도 포천시 관인면 탄동리 408번지  ,,,2025-01-13
포천시,준농장,한우,64,경기도 포천시 관인면 창동로1894번길 33 (외1(403-17)),경기도 포천시 관인면 탄동리 403번지 16호 외1(403-17) ,,,2025-01-13
포천시,신태호목장,육우,43,경기도 포천시 관인면 북원로404번길 65-17,경기도 포천시 관인면 사정리 5번지  ,,,2025-01-13
포천시,꽃말목장,젖소,120,경기도 포천시 관인면 뗏마루길 147,경기도 포천시 관인면 사정리 574번지 1호  ,,,2025-01-13
포천시,서흥목장,젖소,55,경기도 포천시 관인면 숯골길 308,경기도 포천시 관인면 사정리 306번지 6호  ,,,2025-01-13
포천시,뽀동목장,젖소,52,경기도 포천시 화현면 화동로587번길 35-41,"경기도 포천시 화현면 화현리 130번지 6호 ,-4 ",,,2025-01-13
포천시,김선경목장,젖소,35,,경기도 포천시 군내면 유교리 379번지  ,,,2025-01-13
포천시,순금목장,젖소,150,경기도 포천시 일동면 앵바위길 160,경기도 포천시 일동면 사직리 1796번지  ,,,2025-01-13
포천시,춘복목장,젖소,84,경기도 포천시 일동면 새낭로 264,경기도 포천시 일동면 사직리 1512번지  ,,,2025-01-13
포천시,길안목장,젖소,52,경기도 포천시 일동면 화동로 1615-73,경기도 포천시 일동면 사직리 150번지  ,,,2025-01-13
포천시,사당말목장,젖소,118,경기도 포천시 일동면 사당말6길 8,경기도 포천시 일동면 사직리 189번지  ,,,2025-01-13
포천시,현이농장,한우,28,경기도 포천시 관인면 창동로1894번길 62 (외1필지(488-1)),경기도 포천시 관인면 탄동리 409번지 외1필지(488-1) ,,,2025-01-13
포천시,현주목장,젖소,40,경기도 포천시 관인면 창동로1894번길 89,경기도 포천시 관인면 탄동리 415번지  ,,,2025-01-13
포천시,출세목장,젖소,108,경기도 포천시 관인면 창동로1427번길 20-20,경기도 포천시 관인면 삼율리 114번지  ,,,2025-01-13
포천시,은대목장,젖소,50,경기도 포천시 관인면 찬우물2길 81-38,경기도 포천시 관인면 냉정리 59번지 7호  ,,,2025-01-13
포천시,디아망목장,젖소,140,"경기도 포천시 관인면 창동로 1307-232, (삼율리 232-1,-6)",경기도 포천시 관인면 삼율리 232번지 1호 (등 2필지 232-6) ,,,2025-01-13
포천시,숯골목장,젖소,70,경기도 포천시 관인면 창동로1894번길 86,경기도 포천시 관인면 탄동리 416번지  ,,,2025-01-13
포천시,양천목장,젖소,138,"경기도 포천시 일동면 화동로653번길 35-1 (외2필지(416-4,417-5))","경기도 포천시 일동면 유동리 416번지 2호 외2필지(416-4,417-5) ",,,2025-01-13
포천시,너구리목장,젖소,27,경기도 포천시 어룡2길 58 (어룡동),경기도 포천시 어룡동 682번지  ,,,2025-01-13
포천시,성송목장,젖소,30,경기도 포천시 어룡3길 13-16 (어룡동),경기도 포천시 어룡동 223번지  ,,,2025-01-13
포천시,천공목장,젖소,150,경기도 포천시 일동면 수입로 144-2,경기도 포천시 일동면 화대리 502번지 2호  ,,,2025-01-13
포천시,-,한우,8,경기도 포천시 일동면 화동로1354번길 45-50,경기도 포천시 일동면 화대리 205번지  ,,,2025-01-13
포천시,우피아목장,젖소,118,"경기도 포천시 일동면 화동로599번길 41-117, 등 3필지(498-4,-5,-6)","경기도 포천시 일동면 유동리 498번지 4호 등 3필지(-5,-6) ",,,2025-01-13
포천시,동일농장,한우,23,경기도 포천시 일동면 화동로653번길 3-45,"경기도 포천시 일동면 유동리 90번지 2호 -9,91-6 ",,,2025-01-13
포천시,희광농장,한우,65,경기도 포천시 일동면 화동로857번길 17-40 (705-8),경기도 포천시 일동면 기산리 705번지 2호 705-8 ,,,2025-01-13
포천시,자영목장,젖소,97,경기도 포천시 가산면 포천로 810-35,"경기도 포천시 가산면 마산리 343번지 ,-2,-5 ",,,2025-01-13
포천시,새화산목장,젖소,70,경기도 포천시 가산면 가산로318번길 8,경기도 포천시 가산면 마산리 58번지 4호  ,,,2025-01-13
포천시,은숙목장,젖소,113,경기도 포천시 가산면 가산로318번길 66,경기도 포천시 가산면 마산리 168번지 11호  ,,,2025-01-13
포천시,영천목장,젖소,120,"경기도 포천시 가산면 정금로393번길 80-14 (외3필지(846-1,847,847-2))","경기도 포천시 가산면 금현리 846번지 외3필지(846-1,847,847-2) ",,,2025-01-13
포천시,는다목장,젖소,83,,경기도 포천시 가산면 감암리 636번지 18호  ,,,2025-01-13
포천시,황진이목장,젖소,90,,경기도 포천시 가산면 금현리 1135번지 1호 -2 ,,,2025-01-13
포천시,출발목장,젖소,35,경기도 포천시 신북면 호국로2254번길 32-16,경기도 포천시 신북면 기지리 53번지  ,,,2025-01-13
포천시,진실목장,젖소,46,경기도 포천시 가산면 너배기1길 48,경기도 포천시 가산면 정교리 101번지 1호  ,,,2025-01-13
포천시,학섬목장,젖소,68,경기도 포천시 가산면 가산로318번길 53,경기도 포천시 가산면 마산리 177번지 7호 외 5필지 ,,,2025-01-13
포천시,종두목장,젖소,100,경기도 포천시 가산면 방산길 139,"경기도 포천시 가산면 가산리 146번지 1호 등 5필지(143-1, 146-2, 89-1, 89-4) ",,,2025-01-13
포천시,후계자목장,젖소,120,경기도 포천시 내촌면 포천로14번길 57,경기도 포천시 내촌면 내리 296번지 2호  ,,,2025-01-13
포천시,전성아목장,젖소,45,경기도 포천시 내촌면 내진로9번길 43,경기도 포천시 내촌면 내리 664번지 0호  ,,,2025-01-13
포천시,선계목장,젖소,68,경기도 포천시 내촌면 부마로282번길 22 (외1필지(291-7)),경기도 포천시 내촌면 마명리 291번지 1호 외1필지(291-7) ,,,2025-01-13
포천시,청진목장,젖소,85,경기도 포천시 이동면 갈골안길 68,경기도 포천시 이동면 노곡리 483번지 1호  ,,,2025-01-13
포천시,용인목장,젖소,70,경기도 포천시 일동면 금강로 5131-3,경기도 포천시 일동면 사직리 591번지 2호  ,,,2025-01-13
포천시,은금목장,젖소,30,,경기도 포천시 이동면 노곡리 803번지 11호  ,,,2025-01-13
포천시,초계목장,젖소,200,경기도 포천시 일동면 성장로 950-86,"경기도 포천시 일동면 사직리 588번지 3호 ,-2,-5,-27,-28,-29,-31,-34,-35,-38,-39 등 17필지 ",,,2025-01-13
포천시,새정성목장,한우,35,경기도 포천시 관인면 느릅실길 34,"경기도 포천시 관인면 탄동리 323번지 4호 ,-2,324-1,326-3,368-3,682-28,-32,1142 ",,,2025-01-13
포천시,연선목장,젖소,79,경기도 포천시 관인면 창동로1894번길 179,경기도 포천시 관인면 탄동리 431번지 1호  ,,,2025-01-13
포천시,새별님목장,젖소,80,경기도 포천시 관인면 창동로1894번길 101,"경기도 포천시 관인면 탄동리 417번지 , 476-1 ",,,2025-01-13
포천시,광능목장,젖소,98,경기도 포천시 관인면 느릅실길 84-67,"경기도 포천시 관인면 탄동리 111번지 (111-1, 112) ",,,2025-01-13
포천시,구천목장,젖소,56,경기도 포천시 가산면 정교길 113,경기도 포천시 가산면 정교리 579번지  ,,,2025-01-13
포천시,정교목장,젖소,33,경기도 포천시 가산면 정금로 150,경기도 포천시 가산면 정교리 258번지 2호  ,,,2025-01-13
포천시,수영목장,젖소,36,경기도 포천시 가산면 정교2길 51-11,경기도 포천시 가산면 정교리 401번지 1호  ,,,2025-01-13
포천시,나뭇골목장,젖소,87,경기도 포천시 가산면 정교길 117-78 (외1필지(460-3)),경기도 포천시 가산면 정교리 460번지 2호 외1필지(460-3) ,,,2025-01-13
포천시,형정목장,젖소,46,경기도 포천시 가산면 정교길 117-41,경기도 포천시 가산면 정교리 463번지  ,,,2025-01-13
포천시,서자목장,한우,23,경기도 포천시 이동면 새낭로420번길 18,경기도 포천시 이동면 노곡리 746번지 5호  ,,,2025-01-13
포천시,연곡축산,육우,6,경기도 포천시 이동면 화동로 1770-38,경기도 포천시 이동면 연곡리 743번지 1호  ,,,2025-01-13
포천시,장안농장,한우,192,경기도 포천시 화현면 금강로 4035-83,"경기도 포천시 화현면 화현리 274번지 2호 ,-2,-3,279-2,281,282,-1,-2,-3,283,-1,-2 ",,,2025-01-13
포천시,평산목장,젖소,90,경기도 포천시 관인면 느릅실길 84-39,경기도 포천시 관인면 탄동리 10번지  ,,,2025-01-13
포천시,금동리목장,젖소,65,"경기도 포천시 관인면 느릅실길 84-73 (외2필지(17,49))","경기도 포천시 관인면 탄동리 16번지 외2필지(17,49) ",,,2025-01-13
포천시,환성목장,한우,54,경기도 포천시 관인면 창동로 911,경기도 포천시 관인면 중리 466번지 1호  ,,,2025-01-13
포천시,우림농장,한우,50,경기도 포천시 창수면 가영로 271,경기도 포천시 창수면 가양리 260번지 3호  ,,,2025-01-13
포천시,가림목장,한우,35,경기도 포천시 창수면 가영로 240,"경기도 포천시 창수면 가양리 261번지 5호 ,-4,-12 ",,,2025-01-13
포천시,평촌농장,한우,84,경기도 포천시 해룡로 211 (동교동),"경기도 포천시 동교동 354번지 ,-2,-3, 355-5,-6 ",,,2025-01-13
포천시,한아름목장,한우,31,경기도 포천시 자작로5길 48 (자작동),경기도 포천시 자작동 561번지 3호  ,,,2025-01-13
포천시,성공목장,젖소,47,경기도 포천시 자작로5길 36 (자작동),경기도 포천시 자작동 558번지 4호  ,,,2025-01-13
포천시,태영목장,젖소,64,경기도 포천시 송선로 530 (자작동),"경기도 포천시 자작동 417번지 3필지(420-4,,421-3) ",,,2025-01-13
포천시,원주목장,젖소,27,경기도 포천시 자작로4길 29 (자작동),경기도 포천시 자작동 440번지 2호  ,,,2025-01-13
포천시,용선목장,젖소,52,경기도 포천시 자작로5길 12 (자작동),경기도 포천시 자작동 140번지  ,,,2025-01-13
포천시,경은목장,한우,155,경기도 포천시 원동교길 138-56(동교동),"경기도 포천시 동교동 331번지 ,-1, 330 ",,,2025-01-13
포천시,동교농장,한우,5,"경기도 포천시 해룡로 127 (동교동,외1필지(191-2))",경기도 포천시 동교동 191번지 외1필지(191-2) ,,,2025-01-13
포천시,청운목장,젖소,65,경기도 포천시 나무골길 25-53(동교동),"경기도 포천시 동교동 630번지 ,631 ",,,2025-01-13
포천시,용흠목장,젖소,90,"경기도 포천시 원동교3길 24 (동교동,외3필지)",경기도 포천시 동교동 609번지 외3필지 ,,,2025-01-13
포천시,삼리목장,젖소,22,경기도 포천시 호국로1145번길 64-5 (선단동),경기도 포천시 선단동 209번지 14호  ,,,2025-01-13
포천시,화정목장,젖소,25,,경기도 포천시 설운동 산 1번지  ,,,2025-01-13
포천시,원진농장,한우,33,경기도 포천시 영북면 호국로 4282,경기도 포천시 영북면 자일리 423번지  ,,,2025-01-13
포천시,선대목장,한우,46,"경기도 포천시 영북면 호국로 3574-6, 등 3필지(270-4,-5,-13)","경기도 포천시 영북면 야미리 270번지 4호 등 3필지(-5,-13) ",,,2025-01-13
포천시,태산목장,젖소,18,경기도 포천시 관인면 창동로 1307-248,경기도 포천시 관인면 삼율리 240번지  ,,,2025-01-13
포천시,-,육우,40,,경기도 포천시 가산면 금현리 683번지  ,,,2025-01-13
포천시,왕돌목장,젖소,24,경기도 포천시 창수면 옥수로 136-39,경기도 포천시 창수면 주원리 209번지  ,,,2025-01-13
포천시,주원목장,젖소,100,경기도 포천시 창수면 옥수로214번길 16,경기도 포천시 창수면 주원리 181번지  ,,,2025-01-13
포천시,하현목장,젖소,75,경기도 포천시 영북면 호국로3421번길 62-1,경기도 포천시 영북면 야미리 509번지 1호  ,,,2025-01-13
포천시,-,한우,15,경기도 포천시 창수면 가영로 297,경기도 포천시 창수면 가양리 256번지 5호  ,,,2025-01-13
포천시,-,한우,21,경기도 포천시 창수면 옥수로 136-168,경기도 포천시 창수면 주원리 239번지  ,,,2025-01-13
포천시,능일목장,젖소,35,경기도 포천시 군내면 꽃배산길 83,경기도 포천시 군내면 명산리 207번지  ,,,2025-01-13
포천시,오성목장,젖소,56,경기도 포천시 창수면 옥수로327번길 1,"경기도 포천시 창수면 주원리 532번지 533,435-6,436-2,534-1 ",,,2025-01-13
포천시,새희망목장,젖소,82,경기도 포천시 창수면 창동로161번길 57,경기도 포천시 창수면 오가리 335번지  ,,,2025-01-13
포천시,보장산목장,젖소,192,경기도 포천시 창수면 창동로161번길 48-1,경기도 포천시 창수면 오가리 253번지  ,,,2025-01-13
포천시,승리목장2,한우,30,경기도 포천시 창수면 창동로161번길 48,경기도 포천시 창수면 오가리 348번지  ,,,2025-01-13
포천시,심농목장,젖소,60,경기도 포천시 관인면 느릅실길 77,경기도 포천시 관인면 탄동리 128번지 5호  ,,,2025-01-13
포천시,대금목장,젖소,150,"경기도 포천시 관인면 느릅실길 84-73, (탄동리 13, -1, 14)","경기도 포천시 관인면 탄동리 13번지 등 3필지(-1, 14) ",,,2025-01-13
포천시,산삼목장,젖소,55,경기도 포천시 창수면 전영로1099번길 11,경기도 포천시 창수면 오가리 749번지 1호  ,,,2025-01-13
포천시,옥영목장,젖소,40,경기도 포천시 창수면 전영로 882,경기도 포천시 창수면 주원리 785번지  ,,,2025-01-13
포천시,용희목장,한우,11,경기도 포천시 창수면 포천로3095번길 3,경기도 포천시 창수면 주원리 797번지 2호  ,,,2025-01-13
포천시,죽림목장,젖소,60,경기도 포천시 창수면 옥수로327번길 231,경기도 포천시 창수면 주원리 685번지 2호  ,,,2025-01-13
포천시,승덕목장,젖소,55,경기도 포천시 창수면 전영로 1086-37,경기도 포천시 창수면 오가리 773번지 6호  ,,,2025-01-13
포천시,노을빛목장,젖소,63,경기도 포천시 창수면 전영로 1086-31,경기도 포천시 창수면 오가리 772번지 1호  ,,,2025-01-13
포천시,동형목장,젖소,56,,경기도 포천시 창수면 고소성리 74번지  ,,,2025-01-13
포천시,월성회목장,젖소,55,경기도 포천시 신북면 지동길 28-42,경기도 포천시 신북면 금동리 412번지  ,,,2025-01-13
포천시,-,한우,11,경기도 포천시 신북면 양지말1길 79,경기도 포천시 신북면 계류리 153번지 1호  ,,,2025-01-13
포천시,영내목장,젖소,128,경기도 포천시 신북면 호국로2347번길 23,경기도 포천시 신북면 만세교리 392번지 1호 외 8필지 ,,,2025-01-13
포천시,-,한우,30,경기도 포천시 신북면 포천로 2044,경기도 포천시 신북면 심곡리 380번지 1호  ,,,2025-01-13
포천시,대한목장,한우,34,경기도 포천시 신북면 청신로1615번길 16,경기도 포천시 신북면 계류리  ,,,2025-01-13
포천시,덕은목장,젖소,80,경기도 포천시 창수면 창동로161번길 64,경기도 포천시 창수면 오가리 342번지  ,,,2025-01-13
포천시,버섯먹고컸소목장,한우,42,"경기도 포천시 창수면 가영로150번길 91-100 (외2필지(204-1,-2))","경기도 포천시 창수면 가양리 204번지 외2필지(204-1,-2) ",,,2025-01-13
포천시,경희목장,젖소,45,경기도 포천시 창수면 가영로 301,경기도 포천시 창수면 가양리 247번지  ,,,2025-01-13
포천시,성온목장,젖소,18,경기도 포천시 창수면 가영로 301,경기도 포천시 창수면 가양리 247번지  ,,,2025-01-13
포천시,대천목장,한우,31,경기도 포천시 창수면 전영로 951,경기도 포천시 창수면 주원리 768번지 41호  ,,,2025-01-13
포천시,포천일고등학교,한우,1731,"경기도 포천시 군내면 청군로 3426, 포천일고등학교",경기도 포천시 군내면 하성북리 663번지 포천일고등학교 ,,,2025-01-13
포천시,규인목장,젖소,78,경기도 포천시 창수면 포천로2721번길 49,경기도 포천시 창수면 추동리 346번지  ,,,2025-01-13
포천시,장구산목장,젖소,67,경기도 포천시 이동면 제비울1길 119,경기도 포천시 이동면 연곡리 597번지 12호  ,,,2025-01-13
포천시,-,육우,8,경기도 포천시 창수면 포천로 2518-1,경기도 포천시 창수면 추동리 299번지  ,,,2025-01-13
포천시,정성목장,육우,120,경기도 포천시 신북면 지동길 12,경기도 포천시 신북면 금동리  ,,,2025-01-13
포천시,삼정목장,한우,26,경기도 포천시 신북면 청신로947번길 73,경기도 포천시 신북면 삼정리 383번지  ,,,2025-01-13
포천시,통일대농장,한우,120,경기도 포천시 소흘읍 호국로523번길 62,경기도 포천시 소흘읍 이동교리 177번지 1호  ,,,2025-01-13
포천시,는다목장,젖소,130,경기도 포천시 가산면 선마로99번길 49-30,"경기도 포천시 가산면 마산리 641번지 4호 636-15,-16,-17,-18,-21 ",,,2025-01-13
포천시,-,한우,130,경기도 포천시 영중면 가영로 526,경기도 포천시 영중면 영송리 538번지 5호  ,,,2025-01-13
포천시,근영목장,젖소,200,"경기도 포천시 영중면 나삼2길 27-41, 등4필지(430-5,6,7,8)","경기도 포천시 영중면 양문리 430번지 7호 등4필지(430-5,6,8) ",,,2025-01-13
포천시,슬기목장,젖소,45,경기도 포천시 영중면 전영로 1554-1,경기도 포천시 영중면 영송리 154번지  ,,,2025-01-13
포천시,수택목장,젖소,100,경기도 포천시 영중면 나삼길 126,경기도 포천시 영중면 성동리 507번지 1호  ,,,2025-01-13
포천시,새원천목장,젖소,80,경기도 포천시 영중면 나삼길 132,경기도 포천시 영중면 성동리 503번지 2호  ,,,2025-01-13
포천시,해영목장,한우,58,경기도 포천시 영중면 영일로 212,경기도 포천시 영중면 금주리 1056번지 4호  ,,,2025-01-13
포천시,-,한우,5,경기도 포천시 일동면 사기막1길 46,경기도 포천시 일동면 화대리 322번지  ,,,2025-01-13
포천시,-,한우,7,경기도 포천시 일동면 영일로534번길 33-15,경기도 포천시 일동면 길명리 748번지 24호  ,,,2025-01-13
포천시,성구농장,한우,21,경기도 포천시 일동면 사기막1길 52,경기도 포천시 일동면 화대리 307번지  ,,,2025-01-13
포천시,대화목장,한우,12,경기도 포천시 일동면 화동로857번길 17-45,경기도 포천시 일동면 기산리 704번지 3호  ,,,2025-01-13
포천시,영흥농장,한우,27,경기도 포천시 창수면 가영로 280,"경기도 포천시 창수면 가양리 262번지 2호 , 263-3, 263-9 ",,,2025-01-13
포천시,카우빌,한우,140,경기도 포천시 화현면 문암동길 138-25,"경기도 포천시 화현면 지현리 335번지 7호 ,-31,-27 ",,,2025-01-13
포천시,동명농장,한우,45,경기도 포천시 일동면 사당말6길 68,경기도 포천시 일동면 사직리 151번지  ,,,2025-01-13
포천시,병록목장,젖소,22,경기도 포천시 일동면 화동로782번길 44-21,경기도 포천시 일동면 유동리 275번지 3호  ,,,2025-01-13
포천시,중희목장,젖소,57,경기도 포천시 창수면 옥수로72번길 48,경기도 포천시 창수면 추동리 24번지 1호  ,,,2025-01-13
포천시,하늘이목장,젖소,58,경기도 포천시 창수면 포천로 2678,"경기도 포천시 창수면 추동리 176번지 1호 -2,26-2 ",,,2025-01-13
포천시,두꺼비목장,젖소,75,경기도 포천시 창수면 옥수로72번길 56-22,경기도 포천시 창수면 추동리 16번지 2호  ,,,2025-01-13
포천시,계류목장,한우,80,경기도 포천시 신북면 청신로1615번길 11,"경기도 포천시 신북면 계류리 248번지 1호 ,-2 ",,,2025-01-13
포천시,흥성목장,한우,25,경기도 포천시 관인면 느릅실길 84-105,경기도 포천시 관인면 탄동리 48번지 2호  ,,,2025-01-13
포천시,보광목장,젖소,43,경기도 포천시 관인면 윗찬물길 221-22,경기도 포천시 관인면 냉정리 804번지 2호  ,,,2025-01-13
포천시,-,한우,22,경기도 포천시 군내면 꽃배산4길 1-32,경기도 포천시 군내면 좌의리 188번지 5호  ,,,2025-01-13
포천시,보고목장,젖소,50,경기도 포천시 군내면 포천로984번길 94,경기도 포천시 군내면 유교리 120번지  ,,,2025-01-13
포천시,아남목장,젖소,43,,경기도 포천시 내촌면 음현리 221번지  ,,,2025-01-13
포천시,태농목장,한우,81,경기도 포천시 내촌면 금강로 3113-34,경기도 포천시 내촌면 신팔리 270번지 1호  ,,,2025-01-13
포천시,농아목장,젖소,21,경기도 포천시 내촌면 금강로2259번길 59,경기도 포천시 내촌면 내리 767번지  ,,,2025-01-13
포천시,-,한우,6,경기도 포천시 내촌면 금강로 3146-14,경기도 포천시 내촌면 신팔리 90번지 1호  ,,,2025-01-13
포천시,-,한우,7,경기도 포천시 내촌면 내진로155번길 44-1,경기도 포천시 내촌면 진목리 883번지  ,,,2025-01-13
포천시,-,한우,15,경기도 포천시 화현면 봉화로 975-18,경기도 포천시 화현면 지현리 299번지 35호  ,,,2025-01-13
포천시,우주목장,한우,70,경기도 포천시 화현면 비선동길 29-175,경기도 포천시 화현면 지현리 263번지 1호  ,,,2025-01-13
포천시,-,한우,14,경기도 포천시 화현면 봉화로 878,경기도 포천시 화현면 지현리 376번지 4호  ,,,2025-01-13
포천시,-,한우,41,경기도 포천시 일동면 사당말길 92,경기도 포천시 일동면 사직리 177번지 1호  ,,,2025-01-13
포천시,-,한우,44,경기도 포천시 일동면 새낭로 77-20,경기도 포천시 일동면 화대리 477번지 4호  ,,,2025-01-13
포천시,성금농장,한우,54,경기도 포천시 신북면 포천로 2326-20,경기도 포천시 신북면 삼성당리 508번지  ,,,2025-01-13
포천시,-,육우,22,"경기도 포천시 이동면 성장로 932-10 (, 1529)","경기도 포천시 이동면 노곡리 1530번지 , 1529 ",,,2025-01-13
포천시,상촌목장,젖소,10,,경기도 포천시 이동면 연곡리 산 142번지  ,,,2025-01-13
포천시,-,한우,29,경기도 포천시 이동면 성장로901번길 26,경기도 포천시 이동면 노곡리 612번지  ,,,2025-01-13
포천시,-,한우,6,경기도 포천시 이동면 화동로1727번길 5,경기도 포천시 이동면 연곡리 1068번지 3호  ,,,2025-01-13
포천시,조안농장,한우,90,경기도 포천시 이동면 화동로1870번길 89,"경기도 포천시 이동면 연곡리 459번지 9호 ,-3, 167-6, 495 ",,,2025-01-13
포천시,순일농장,한우,131,경기도 포천시 이동면 화동로1870번길 67-23,경기도 포천시 이동면 연곡리 460번지 4호  ,,,2025-01-13
포천시,삼성목장,한우,49,경기도 포천시 이동면 제비울1길 44-129,경기도 포천시 이동면 연곡리 599번지 8호  ,,,2025-01-13
포천시,청계농장,한우,20,경기도 포천시 일동면 화동로857번길 17-52,경기도 포천시 일동면 기산리 707번지  ,,,2025-01-13
포천시,봉화산농장,한우,220,경기도 포천시 관인면 찬우물2길 65,경기도 포천시 관인면 냉정리 64번지 3호  ,,,2025-01-13
포천시,명천목장,한우,170,경기도 포천시 영중면 나삼길 109-23,"경기도 포천시 영중면 양문리 1204번지 1205,1206,1207 ",,,2025-01-13
포천시,중갈기목장,젖소,43,,"경기도 포천시 일동면 수입리 333번지 4호 외2필지(333-5,-6) ",,,2025-01-13
포천시,-,한우,22,경기도 포천시 이동면 제비울1길 44-84,경기도 포천시 이동면 연곡리 599번지 2호  ,,,2025-01-13
포천시,-,한우,8,,경기도 포천시 이동면 연곡리 1069번지 2호  ,,,2025-01-13
포천시,-,한우,25,경기도 포천시 이동면 성장로 950-12,경기도 포천시 이동면 노곡리 1513번지  ,,,2025-01-13
포천시,-,한우,4,경기도 포천시 일동면 새낭로 57,경기도 포천시 일동면 사직리 813번지  ,,,2025-01-13
포천시,백두농장,한우,8,경기도 포천시 일동면 정자골1길 86-255,경기도 포천시 일동면 길명리 51번지 2호  ,,,2025-01-13
포천시,-,한우,80,경기도 포천시 화현면 봉화로 902-24,경기도 포천시 화현면 지현리 243번지  ,,,2025-01-13
포천시,영초목장,젖소,94,"경기도 포천시 화현면 화동로527번길 29, 등 2필지(429-2,-4)",경기도 포천시 화현면 화현리 429번지 2호 등 2필지(-4) ,,,2025-01-13
포천시,요꼴농장,한우,90,경기도 포천시 신북면 호국로2254번길 17-9,경기도 포천시 신북면 만세교리 316번지  ,,,2025-01-13
포천시,반월농장,한우,10,경기도 포천시 신북면 청신로1349번길 16,경기도 포천시 신북면 갈월리 137번지 3호  ,,,2025-01-13
