사업장소재지,축종,사육마릿수,사육면적,데이터기준일
충청남도 공주시 우성면 상서리 ,소,7,137.5,2026-06-08
충청남도 공주시 이인면 발양리 ,소,1,277.8,2026-06-08
충청남도 공주시 사곡면 화월리 ,소,26,399,2026-06-08
충청남도 공주시 우성면 방문리 ,소,47,792,2026-06-08
충청남도 공주시 우성면 단지리 ,소,8,144,2026-06-08
충청남도 공주시 이인면 목동리 ,소,3,160.3,2026-06-08
충청남도 공주시 의당면 도신리 ,소,12,144,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,0,1883.5,2026-06-08
충청남도 공주시 동현동 동현동 ,소,10,336.1,2026-06-08
충청남도 공주시 이인면 구암리 ,소,12,144,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,8,520.9,2026-06-08
충청남도 공주시 사곡면 고당리 산,소,11,259.5,2026-06-08
충청남도 공주시 우성면 봉현리 ,소,101,2994,2026-06-08
충청남도 공주시 우성면 방문리 ,소,72,701.6,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,5,40,2026-06-08
충청남도 공주시 의당면 유계리 ,소,30,336,2026-06-08
충청남도 공주시 이인면 이인면 ,소,86,1225,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,58,1080,2026-06-08
충청남도 공주시 우성면 목천리 ,소,31,384,2026-06-08
충청남도 공주시 정안면 보물리 ,소,80,1360,2026-06-08
충청남도 공주시 탄천면 견동리 ,소,8,221.4,2026-06-08
충청남도 공주시 우성면 반촌리 ,소,65,1025.4,2026-06-08
충청남도 공주시 유구읍 만천리 ,소,23,1400,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,0,390,2026-06-08
충청남도 공주시 소학동 소학동 ,소,65,1128.1,2026-06-08
충청남도 공주시 우성면 오동리 ,소,16,375,2026-06-08
충청남도 공주시 사곡면 화월리 ,소,52,879.3,2026-06-08
충청남도 공주시 우성면 반촌리 ,소,39,360,2026-06-08
충청남도 공주시 사곡면 사곡면 ,소,34,693.1,2026-06-08
충청남도 공주시 우성면 대성리 ,소,10,324,2026-06-08
충청남도 공주시 탄천면 덕지리 ,소,0,654,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,9,930,2026-06-08
충청남도 공주시 이인면 구암리 ,소,16,200,2026-06-08
충청남도 공주시 이인면 주봉리 ,소,6,360,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,20,231,2026-06-08
충청남도 공주시 이인면 구암리 ,소,66,1000,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,72,1898,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,62,2340,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,111,2210,2026-06-08
충청남도 공주시 정안면 내촌리 ,소,93,2272.8,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,11,231,2026-06-08
충청남도 공주시 유구읍 만천리 ,소,30,960,2026-06-08
충청남도 공주시 우성면 방문리 ,소,43,576.2,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,22,350,2026-06-08
충청남도 공주시 우성면 방문리 ,소,0,285,2026-06-08
충청남도 공주시 계룡면 화은리 ,소,0,160,2026-06-08
충청남도 공주시 우성면 방문리 ,소,20,338.4,2026-06-08
충청남도 공주시 이인면 복룡리 ,소,0,500,2026-06-08
충청남도 공주시 우성면 옥성리 ,소,0,227.9,2026-06-08
충청남도 공주시 우성면 옥성리 ,소,0,170.4,2026-06-08
충청남도 공주시 유구읍 문금리 ,소,0,172.8,2026-06-08
충청남도 공주시 탄천면 성리 ,소,4,169,2026-06-08
충청남도 공주시 소학동 소학동 ,소,27,275,2026-06-08
충청남도 공주시 신풍면 봉갑리 ,소,10,239.4,2026-06-08
충청남도 공주시 계룡면 상성리 ,소,25,528,2026-06-08
충청남도 공주시 이인면 발양리 ,소,19,382,2026-06-08
충청남도 공주시 우성면 상서리 ,소,11,685,2026-06-08
충청남도 공주시 우성면 내산리 ,소,0,287,2026-06-08
충청남도 공주시 우성면 내산리 ,소,4,138,2026-06-08
충청남도 공주시 우성면 대성리 ,소,17,400,2026-06-08
충청남도 공주시 이인면 산의리 ,소,72,1040,2026-06-08
충청남도 공주시 탄천면 광명리 ,소,7,140,2026-06-08
충청남도 공주시 우성면 상서리 ,소,2,80,2026-06-08
충청남도 공주시 의당면 가산리 ,소,1,195,2026-06-08
충청남도 공주시 정안면 대산리 ,소,1,184,2026-06-08
충청남도 공주시 우성면 대성리 ,소,8,90,2026-06-08
충청남도 공주시 의당면 의당면 ,소,5,17.5,2026-06-08
충청남도 공주시 우성면 방문리 ,소,8,191.5,2026-06-08
충청남도 공주시 탄천면 장선리 ,소,42,800,2026-06-08
충청남도 공주시 사곡면 신영리 ,소,6,297,2026-06-08
충청남도 공주시 탄천면 가척리 ,소,11,360,2026-06-08
충청남도 공주시 사곡면 가교리 ,소,14,400,2026-06-08
충청남도 공주시 무릉동 무릉동 ,소,3,170,2026-06-08
충청남도 공주시 동현동 동현동 ,소,27,317,2026-06-08
충청남도 공주시 탄천면 가척리 ,소,0,500,2026-06-08
충청남도 공주시 우성면 용봉리 ,소,21,495,2026-06-08
충청남도 공주시 탄천면 삼각리 ,소,16,375.7,2026-06-08
충청남도 공주시 탄천면 삼각리 ,소,9,497.2,2026-06-08
충청남도 공주시 정안면 대산리 ,소,0,1244,2026-06-08
충청남도 공주시 이인면 주봉리 ,소,26,360,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,9,662,2026-06-08
충청남도 공주시 탄천면 대학리 ,소,4,360,2026-06-08
충청남도 공주시 우성면 목천리 ,소,8,400,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,2,96,2026-06-08
충청남도 공주시 유구읍 유구읍 ,소,6,198,2026-06-08
충청남도 공주시 탄천면 탄천면 ,소,2,1035,2026-06-08
충청남도 공주시 월송동 월송동 ,소,12,345,2026-06-08
충청남도 공주시 이인면 복룡리 ,소,8,184,2026-06-08
충청남도 공주시 우성면 반촌리 ,소,16,330,2026-06-08
충청남도 공주시 유구읍 세동리 ,소,12,512,2026-06-08
충청남도 공주시 정안면 운궁리 ,소,26,320,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,7,644,2026-06-08
충청남도 공주시 유구읍 백교리 ,소,28,288,2026-06-08
충청남도 공주시 탄천면 가척리 ,소,15,881.8,2026-06-08
충청남도 공주시 정안면 내촌리 ,소,70,1074,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,58,995.6,2026-06-08
충청남도 공주시 계룡면 양화리 ,소,101,2621.4,2026-06-08
충청남도 공주시 우성면 오동리 ,소,17,346,2026-06-08
충청남도 공주시 우성면 보흥리 ,소,37,588,2026-06-08
충청남도 공주시 유구읍 문금리 ,소,136,795,2026-06-08
충청남도 공주시 탄천면 광명리 ,소,3,352,2026-06-08
충청남도 공주시 탄천면 화정리 ,소,96,850,2026-06-08
충청남도 공주시 계룡면 금대리 ,소,180,1143,2026-06-08
충청남도 공주시 이인면 이곡리 ,소,0,638.6,2026-06-08
충청남도 공주시 우성면 방흥리 ,소,57,785,2026-06-08
충청남도 공주시 유구읍 신영리 ,소,38,875,2026-06-08
충청남도 공주시 우성면 도천리 ,소,45,1020,2026-06-08
충청남도 공주시 이인면 오룡리 ,소,17,540,2026-06-08
충청남도 공주시 사곡면 회학리 ,소,36,399,2026-06-08
충청남도 공주시 의당면 수촌리 ,소,68,1440,2026-06-08
충청남도 공주시 우성면 동대리 ,소,105,3300,2026-06-08
충청남도 공주시 우성면 우성면 ,소,105,2258.8,2026-06-08
충청남도 공주시 우성면 우성면 ,소,94,1521.2,2026-06-08
충청남도 공주시 사곡면 대중리 ,소,3,356.3,2026-06-08
충청남도 공주시 신풍면 대룡리 ,소,11,450,2026-06-08
충청남도 공주시 정안면 북계리 ,소,61,992,2026-06-08
충청남도 공주시 우성면 목천리 ,소,72,768,2026-06-08
충청남도 공주시 이인면 반송리 ,소,21,560,2026-06-08
충청남도 공주시 유구읍 문금리 ,소,14,440.9,2026-06-08
충청남도 공주시 신풍면 평소리 ,소,7,140,2026-06-08
충청남도 공주시 계룡면 경천리 ,소,4,16.5,2026-06-08
충청남도 공주시 우성면 방문리 ,소,0,70,2026-06-08
충청남도 공주시 정안면 보물리 ,소,59,612.8,2026-06-08
충청남도 공주시 신풍면 봉갑리 ,소,7,267.4,2026-06-08
충청남도 공주시 정안면 내촌리 ,소,19,400,2026-06-08
충청남도 공주시 우성면 용봉리 ,소,0,442,2026-06-08
충청남도 공주시 사곡면 신영리 ,소,6,342,2026-06-08
충청남도 공주시 의당면 중흥리 ,소,0,272,2026-06-08
충청남도 공주시 사곡면 월가리 ,소,179,2998.8,2026-06-08
충청남도 공주시 정안면 어물리 ,소,5,1167.2,2026-06-08
충청남도 공주시 우성면 방문리 ,소,21,2710,2026-06-08
충청남도 공주시 신풍면 쌍대리 ,소,0,1548.8,2026-06-08
충청남도 공주시 우성면 내산리 ,소,47,1877.2,2026-06-08
충청남도 공주시 탄천면 송학리 ,소,0,1629.8,2026-06-08
충청남도 공주시 이인면 발양리 ,소,83,601.3,2026-06-08
충청남도 공주시 의당면 유계리 ,소,0,996,2026-06-08
충청남도 공주시 의당면 덕학리 ,소,0,442,2026-06-08
충청남도 공주시 유구읍 문금리 ,소,9,560,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,6,595,2026-06-08
충청남도 공주시 정안면 전평리 ,소,0,1283.6,2026-06-08
충청남도 공주시 신풍면 화흥리 ,소,5,339,2026-06-08
충청남도 공주시 상왕동 상왕동 ,소,13,382,2026-06-08
충청남도 공주시 탄천면 삼각리 ,소,0,216,2026-06-08
충청남도 공주시 쌍신동 쌍신동 ,소,11,700,2026-06-08
충청남도 공주시 사곡면 화월리 ,소,27,225,2026-06-08
충청남도 공주시 사곡면 화월리 ,소,1,286,2026-06-08
충청남도 공주시 유구읍 백교리 ,소,30,411,2026-06-08
충청남도 공주시 의당면 오인리 ,소,80,1640,2026-06-08
충청남도 공주시 유구읍 녹천리 ,소,7,1133,2026-06-08
충청남도 공주시 유구읍 탑곡리 ,소,3,468,2026-06-08
충청남도 공주시 신풍면 평소리 ,소,30,752.8,2026-06-08
충청남도 공주시 우성면 귀산리 ,소,19,421,2026-06-08
충청남도 공주시 우성면 내산리 ,소,50,737,2026-06-08
충청남도 공주시 유구읍 입석리 ,소,12,200,2026-06-08
충청남도 공주시 상왕동 상왕동 ,소,4,352,2026-06-08
충청남도 공주시 탄천면 운곡리 ,소,7,410,2026-06-08
충청남도 공주시 정안면 북계리 ,소,0,490,2026-06-08
충청남도 공주시 정안면 북계리 ,소,37,490,2026-06-08
충청남도 공주시 계룡면 기산리 ,소,13,200,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,11,377,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,50,324,2026-06-08
충청남도 공주시 우성면 대성리 ,소,33,1029,2026-06-08
충청남도 공주시 우성면 옥성리 ,소,0,72,2026-06-08
충청남도 공주시 계룡면 구왕리 ,소,11,252,2026-06-08
충청남도 공주시 이인면 산의리 ,소,0,432,2026-06-08
충청남도 공주시 계룡면 금대리 ,소,72,780,2026-06-08
충청남도 공주시 이인면 만수리 ,소,0,800,2026-06-08
충청남도 공주시 검상동 검상동 ,소,12,354.5,2026-06-08
충청남도 공주시 우성면 목천리 ,소,8,450,2026-06-08
충청남도 공주시 정안면 전평리 ,소,10,398,2026-06-08
충청남도 공주시 유구읍 유구읍 ,소,0,220,2026-06-08
충청남도 공주시 신풍면 백룡리 ,소,48,768,2026-06-08
충청남도 공주시 탄천면 안영리 ,소,24,526.5,2026-06-08
충청남도 공주시 정안면 장원리 ,소,19,488.8,2026-06-08
충청남도 공주시 정안면 평정리 ,소,15,202.7,2026-06-08
충청남도 공주시 사곡면 유룡리 ,소,12,199,2026-06-08
충청남도 공주시 정안면 화봉리 ,소,46,643.5,2026-06-08
충청남도 공주시 이인면 이곡리 ,소,6,139.4,2026-06-08
충청남도 공주시 우성면 방문리 ,소,41,1160,2026-06-08
충청남도 공주시 사곡면 화월리 ,소,11,256.8,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,211,1418.7,2026-06-08
충청남도 공주시 우성면 동곡리 ,소,12,316,2026-06-08
충청남도 공주시 우성면 용봉리 ,소,14,116.4,2026-06-08
충청남도 공주시 계룡면 경천리 ,소,19,1195,2026-06-08
충청남도 공주시 계룡면 계룡면 ,소,46,945,2026-06-08
충청남도 공주시 우성면 우성면 ,소,42,1215,2026-06-08
충청남도 공주시 우성면 방문리 ,소,48,792,2026-06-08
충청남도 공주시 사곡면 화월리 ,소,8,145,2026-06-08
충청남도 공주시 오곡동 오곡동 ,소,21,800,2026-06-08
충청남도 공주시 정안면 보물리 ,소,30,1300,2026-06-08
충청남도 공주시 탄천면 정치리 ,소,33,1035,2026-06-08
충청남도 공주시 유구읍 신달리 ,소,38,397.7,2026-06-08
충청남도 공주시 유구읍 만천리 ,소,4,386,2026-06-08
충청남도 공주시 이인면 초봉리 ,소,0,310.1,2026-06-08
충청남도 공주시 신풍면 백룡리 ,소,9,158.4,2026-06-08
충청남도 공주시 이인면 신흥리 ,소,49,996,2026-06-08
충청남도 공주시 우성면 어천리 ,소,7,523.8,2026-06-08
충청남도 공주시 이인면 신흥리 ,소,16,240,2026-06-08
충청남도 공주시 우성면 용봉리 ,소,17,165.4,2026-06-08
충청남도 공주시 우성면 목천리 ,소,0,50,2026-06-08
충청남도 공주시 사곡면 가교리 ,소,8,175,2026-06-08
충청남도 공주시 우성면 동곡리 ,소,5,50,2026-06-08
충청남도 공주시 계룡면 경천리 ,소,40,813.8,2026-06-08
충청남도 공주시 석장리동 석장리동 ,소,10,390,2026-06-08
충청남도 공주시 우성면 동대리 ,소,38,7397.1,2026-06-08
충청남도 공주시 신풍면 동원리 산,소,0,300,2026-06-08
충청남도 공주시 탄천면 삼각리 ,소,3,82,2026-06-08
충청남도 공주시 탄천면 가척리 ,소,12,862,2026-06-08
충청남도 공주시 정안면 상룡리 ,소,0,548.1,2026-06-08
충청남도 공주시 이인면 달산리 ,돼지,411,662,2026-06-08
충청남도 공주시 계룡면 기산리 ,돼지,6338,7276.2,2026-06-08
충청남도 공주시 우성면 동대리 ,돼지,2200,920.5,2026-06-08
충청남도 공주시 정안면 어물리 ,돼지,2888,4180.7,2026-06-08
충청남도 공주시 계룡면 향지리 ,돼지,2251,2550,2026-06-08
충청남도 공주시 우성면 동대리 ,돼지,4092,3736.8,2026-06-08
충청남도 공주시 유구읍 만천리 ,돼지,4721,3817.9,2026-06-08
충청남도 공주시 사곡면 계실리 ,돼지,2876,3900.7,2026-06-08
충청남도 공주시 이인면 이인리 ,돼지,2736,3488.8,2026-06-08
충청남도 공주시 정안면 장원리 ,돼지,1527,1388.2,2026-06-08
충청남도 공주시 탄천면 장선리 ,돼지,3908,3585.4,2026-06-08
충청남도 공주시 이인면 달산리 ,돼지,3732,3078.1,2026-06-08
충청남도 공주시 이인면 달산리 ,돼지,2563,2369.3,2026-06-08
충청남도 공주시 사곡면 계실리 ,돼지,2384,2774.4,2026-06-08
충청남도 공주시 정안면 정안면 ,돼지,709,2013.2,2026-06-08
충청남도 공주시 탄천면 장선리 ,돼지,932,835,2026-06-08
충청남도 공주시 이인면 이인면 ,돼지,1242,2632.4,2026-06-08
충청남도 공주시 탄천면 남산리 ,돼지,2000,2594.4,2026-06-08
충청남도 공주시 계룡면 기산리 ,돼지,1112,808,2026-06-08
충청남도 공주시 정안면 정안면 ,돼지,0,2937.8,2026-06-08
충청남도 공주시 정안면 장원리 ,돼지,0,1210.2,2026-06-08
충청남도 공주시 이인면 초봉리 ,돼지,3938,4449.1,2026-06-08
충청남도 공주시 우성면 보흥리 ,돼지,2883,2710.1,2026-06-08
충청남도 공주시 계룡면 향지리 ,돼지,1482,1426,2026-06-08
충청남도 공주시 탄천면 장선리 ,돼지,495,373,2026-06-08
충청남도 공주시 계룡면 양화리 ,돼지,962,1970.3,2026-06-08
충청남도 공주시 이인면 달산리 ,돼지,1490,1531.6,2026-06-08
충청남도 공주시 정안면 장원리 ,돼지,835,1476.7,2026-06-08
충청남도 공주시 이인면 달산리 ,돼지,767,1152.5,2026-06-08
충청남도 공주시 우성면 보흥리 ,돼지,953,1348,2026-06-08
충청남도 공주시 이인면 이인리 ,돼지,4984,4110.5,2026-06-08
충청남도 공주시 탄천면 남산리 ,돼지,973,1240.9,2026-06-08
충청남도 공주시 정안면 보물리 ,돼지,647,1071.6,2026-06-08
충청남도 공주시 우성면 동대리 ,돼지,1173,3907.8,2026-06-08
충청남도 공주시 이인면 이인리 ,돼지,567,882,2026-06-08
충청남도 공주시 우성면 대성리 ,돼지,390,1113.6,2026-06-08
충청남도 공주시 이인면 초봉리 ,돼지,1663,1646,2026-06-08
충청남도 공주시 이인면 이인면 ,돼지,2371,3427.4,2026-06-08
충청남도 공주시 이인면 목동리 ,돼지,3437,3409,2026-06-08
충청남도 공주시 반포면 봉곡리 ,돼지,986,1898,2026-06-08
충청남도 공주시 정안면 정안면 ,돼지,2144,3088,2026-06-08
충청남도 공주시 정안면 장원리 ,돼지,835,1668,2026-06-08
충청남도 공주시 정안면 인풍리 ,돼지,58,740,2026-06-08
충청남도 공주시 이인면 초봉리 ,돼지,0,1647,2026-06-08
충청남도 공주시 이인면 이인리 ,돼지,1216,999,2026-06-08
충청남도 공주시 의당면 가산리 ,돼지,2841,5049.2,2026-06-08
충청남도 공주시 의당면 유계리 ,돼지,1533,2169.5,2026-06-08
충청남도 공주시 이인면 신영리 ,돼지,2872,2454.8,2026-06-08
충청남도 공주시 신기동 신기동 ,돼지,0,1202.8,2026-06-08
충청남도 공주시 탄천면 남산리 ,돼지,753,3933.8,2026-06-08
충청남도 공주시 계룡면 경천리 ,돼지,996,1439.2,2026-06-08
충청남도 공주시 이인면 이인리 ,돼지,1066,2252.1,2026-06-08
충청남도 공주시 우성면 단지리 ,돼지,3875,7409.8,2026-06-08
충청남도 공주시 우성면 안양리 ,돼지,2668,4147,2026-06-08
충청남도 공주시 계룡면 계룡면 ,돼지,1318,2289,2026-06-08
충청남도 공주시 우성면 동곡리 ,돼지,7119,4021.3,2026-06-08
충청남도 공주시 신풍면 신풍면 ,돼지,1816,2430,2026-06-08
충청남도 공주시 우성면 보흥리 ,돼지,6418,5513.2,2026-06-08
충청남도 공주시 탄천면 남산리 ,돼지,3568,5630.2,2026-06-08
충청남도 공주시 신풍면 신풍면 ,돼지,4990,4260.6,2026-06-08
충청남도 공주시 우성면 동대리 ,돼지,3204,3623.6,2026-06-08
충청남도 공주시 정안면 정안면 ,돼지,1312,3690,2026-06-08
충청남도 공주시 신풍면 화흥리 ,닭,6200,4052,2026-06-08
충청남도 공주시 우성면 방문리 ,닭,0,2988,2026-06-08
충청남도 공주시 정안면 내촌리 ,닭,85000,5418.4,2026-06-08
충청남도 공주시 유구읍 유구리 ,닭,0,5208.7,2026-06-08
충청남도 공주시 우성면 목천리 ,닭,9000,1141.2,2026-06-08
충청남도 공주시 월송동 월송동 ,닭,12000,5046,2026-06-08
충청남도 공주시 유구읍 추계리 ,닭,0,1557.9,2026-06-08
충청남도 공주시 탄천면 남산리 ,닭,7000,868.4,2026-06-08
충청남도 공주시 우성면 목천리 ,닭,0,864,2026-06-08
충청남도 공주시 의당면 덕학리 ,닭,31500,2078.1,2026-06-08
충청남도 공주시 탄천면 남산리 ,닭,291600,13043,2026-06-08
충청남도 공주시 정안면 월산리 ,닭,0,4165.2,2026-06-08
충청남도 공주시 계룡면 경천리 ,닭,22628,4104,2026-06-08
충청남도 공주시 정안면 평정리 ,닭,28500,3900,2026-06-08
충청남도 공주시 유구읍 동해리 ,닭,30,240,2026-06-08
충청남도 공주시 신풍면 선학리 ,닭,46300,3608.6,2026-06-08
충청남도 공주시 신풍면 백룡리 ,닭,0,1428,2026-06-08
충청남도 공주시 계룡면 경천리 ,닭,31408,5754,2026-06-08
충청남도 공주시 우성면 목천리 ,닭,0,1151.3,2026-06-08
충청남도 공주시 유구읍 추계리 ,닭,24000,1225,2026-06-08
충청남도 공주시 유구읍 명곡리 ,닭,0,2545.8,2026-06-08
충청남도 공주시 우성면 방문리 ,닭,73300,4233,2026-06-08
충청남도 공주시 신풍면 백룡리 ,닭,0,2823.6,2026-06-08
충청남도 공주시 유구읍 신달리 ,닭,0,7145.8,2026-06-08
충청남도 공주시 신기동 신기동 ,닭,847,513,2026-06-08
충청남도 공주시 탄천면 견동리 ,닭,67000,4128.7,2026-06-08
충청남도 공주시 유구읍 추계리 ,닭,20000,1557.9,2026-06-08
충청남도 공주시 의당면 덕학리 ,닭,7374,1634.6,2026-06-08
충청남도 공주시 유구읍 만천리 ,닭,71500,2595.2,2026-06-08
충청남도 공주시 계룡면 월곡리 ,닭,0,1602,2026-06-08
충청남도 공주시 우성면 동곡리 ,닭,100000,3565.1,2026-06-08
충청남도 공주시 탄천면 정치리 ,닭,92400,3255.9,2026-06-08
충청남도 공주시 유구읍 유구리 ,닭,18045,4233.6,2026-06-08
충청남도 공주시 정안면 정안면 ,닭,0,4253,2026-06-08
충청남도 공주시 계룡면 경천리 ,닭,0,1160,2026-06-08
충청남도 공주시 탄천면 대학리 ,닭,16100,792,2026-06-08
충청남도 공주시 우성면 귀산리 ,닭,37000,1800.4,2026-06-08
충청남도 공주시 우성면 방문리 ,닭,38149,6466.5,2026-06-08
충청남도 공주시 유구읍 명곡리 ,닭,43500,2520,2026-06-08
충청남도 공주시 탄천면 남산리 ,닭,25830,2965.1,2026-06-08
충청남도 공주시 탄천면 정치리 ,닭,0,2718,2026-06-08
충청남도 공주시 유구읍 입석리 ,닭,0,4189.3,2026-06-08
충청남도 공주시 신풍면 쌍대리 ,닭,24065,3665.9,2026-06-08
충청남도 공주시 정안면 인풍리 ,닭,0,2620,2026-06-08
충청남도 공주시 계룡면 경천리 ,닭,0,1154.9,2026-06-08
충청남도 공주시 이인면 신영리 ,닭,7000,1950.4,2026-06-08
충청남도 공주시 계룡면 월곡리 ,닭,7800,1659.8,2026-06-08
충청남도 공주시 탄천면 대학리 ,닭,5490,792,2026-06-08
충청남도 공주시 우성면 방문리 ,닭,37000,4512,2026-06-08
충청남도 공주시 정안면 대산리 ,닭,41700,2109,2026-06-08
충청남도 공주시 계룡면 화헌리 ,닭,0,2775.6,2026-06-08
충청남도 공주시 탄천면 남산리 ,닭,20000,5302.7,2026-06-08
충청남도 공주시 계룡면 경천리 ,닭,20000,1754.9,2026-06-08
충청남도 공주시 탄천면 정치리 ,닭,57500,3285,2026-06-08
충청남도 공주시 유구읍 명곡리 ,닭,43500,2355,2026-06-08
충청남도 공주시 계룡면 금대리 ,닭,35500,2960,2026-06-08
충청남도 공주시 우성면 목천리 ,닭,0,2249.4,2026-06-08
충청남도 공주시 정안면 보물리 ,닭,94000,3240,2026-06-08
충청남도 공주시 계룡면 경천리 ,닭,0,4978.5,2026-06-08
충청남도 공주시 계룡면 경천리 ,닭,76300,2568,2026-06-08
충청남도 공주시 우성면 어천리 ,닭,0,6692.4,2026-06-08
충청남도 공주시 정안면 인풍리 ,닭,55880,1980,2026-06-08
충청남도 공주시 정안면 운궁리 ,닭,0,1929,2026-06-08
충청남도 공주시 계룡면 월곡리 ,닭,0,1600,2026-06-08
충청남도 공주시 탄천면 장선리 ,닭,0,2193.2,2026-06-08
충청남도 공주시 정안면 운궁리 ,닭,0,2128,2026-06-08
충청남도 공주시 계룡면 경천리 ,닭,44200,1677.2,2026-06-08
충청남도 공주시 유구읍 문금리 ,닭,28000,2688.9,2026-06-08
충청남도 공주시 의당면 요룡리 ,닭,0,2280.3,2026-06-08
충청남도 공주시 태봉동 태봉동 ,닭,0,2914.5,2026-06-08
충청남도 공주시 우성면 도천리 ,닭,43788,1736,2026-06-08
충청남도 공주시 탄천면 덕지리 ,닭,45300,2442,2026-06-08
충청남도 공주시 신풍면 신풍면 ,닭,35800,5945.1,2026-06-08
충청남도 공주시 이인면 이인리 ,닭,0,3493,2026-06-08
충청남도 공주시 우성면 귀산리 ,닭,0,0,2026-06-08
충청남도 공주시 우성면 방문리 ,닭,0,3196.5,2026-06-08
충청남도 공주시 의당면 도신리 ,닭,72000,3716,2026-06-08
충청남도 공주시 계룡면 경천리 ,닭,0,1041,2026-06-08
