시군명,농장명,축종명,사육두수,소재지도로명주소,소재지지번주소,데이터기준일자
여주시,유림농장,돼지,4400,경기도 여주시 가남읍 김대1길 76 (외 5필지),경기도 여주시 가남읍 금당리 620번지 1호 외 5필지 ,2026-06-18
여주시,덕성농장,돼지,500,경기도 여주시 흥천면 신율로 193,경기도 여주시 흥천면 율극리 393번지 12호  ,2026-06-18
여주시,운경농장,돼지,6500,경기도 여주시 가남읍 광대2길 180-21,경기도 여주시 가남읍 본두리 546번지 7호 외1필지(546-3) ,2026-06-18
여주시,태산농장,돼지,937,경기도 여주시 금사면 금품1로 794 (외3필지),경기도 여주시 금사면 금사리 545번지 3호 외3필지 ,2026-06-18
여주시,신영농장,돼지,2000,경기도 여주시 세종대왕면 새미실1길 28,경기도 여주시 세종대왕면 신지리 674번지 1호  ,2026-06-18
여주시,누리영농조합,돼지,5000,경기도 여주시 가남읍 건은로 250-34,"경기도 여주시 가남읍 은봉리 387번지 외 10필지(387-1, -2, -4, -5, -7, -16, 723, -1, -2, 725-1) ",2026-06-18
여주시,거성농장,돼지,600,경기도 여주시 점동면 장여로 1407-20,경기도 여주시 점동면 처리 683번지  ,2026-06-18
여주시,충북농장,돼지,5000,경기도 여주시 북내면 상교3길 78,경기도 여주시 북내면 상교리 397번지 외5필지 ,2026-06-18
여주시,청솔농장,돼지,3500,경기도 여주시 가남읍 연삼로 261-1,경기도 여주시 가남읍 연대리 100번지 외1필지 ,2026-06-18
여주시,남한강농장,돼지,2800,경기도 여주시 가남읍 가남로 700-116,경기도 여주시 가남읍 연대리 40번지 외1필지 ,2026-06-18
여주시,여주자영농업고등학교,돼지,706,"경기도 여주시 세종대왕면 농도원2길 223, 여주자영농고협동농장",경기도 여주시 세종대왕면 왕대리 산 136번지 72호 여주자영농고협동농장 ,2026-06-18
여주시,대부축산,돼지,750,경기도 여주시 가남읍 송삼로 459-12,"경기도 여주시 가남읍 금곡리 353번지 3호 외 3필지(351-1, 354, 354-1) ",2026-06-18
여주시,오금영농조합법인,돼지,5559,경기도 여주시 오금3길 69 (오금동),경기도 여주시 오금동 296번지 1호  ,2026-06-18
여주시,두람농장,돼지,2368,경기도 여주시 세종대왕면 새미실1길 50,"경기도 여주시 세종대왕면 신지리 406번지 외 4필지(407, -3, -4, 639-1) ",2026-06-18
여주시,우리축산,돼지,6000,경기도 여주시 흥천면 웃다리실길 92 (외6필지),경기도 여주시 흥천면 상백리 79번지 외6필지 ,2026-06-18
여주시,평화농장,돼지,40,경기도 여주시 대신면 여양1로 510-30,경기도 여주시 대신면 계림리 180번지 7호  ,2026-06-18
여주시,신**농장,돼지,1855,경기도 여주시 가남읍 신해1길 75-8 (외1필지),경기도 여주시 가남읍 신해리 259번지 3호 외1필지 ,2026-06-18
여주시,기언농장2,돼지,2500,경기도 여주시 북내면 당전로 201-24,경기도 여주시 북내면 중암리 750번지 1호  ,2026-06-18
여주시,농업회사법인 (주) 안성 여주지점,돼지,3500,,경기도 여주시 북내면 상교리 388번지 1호 외3필지 ,2026-06-18
여주시,태기농장,돼지,1400,경기도 여주시 가남읍 연삼로 63-1,경기도 여주시 가남읍 연대리 498번지 1호  ,2026-06-18
여주시,오계농장,돼지,2500,경기도 여주시 세종대왕면 월평로 269-39,경기도 여주시 세종대왕면 오계리 449번지 2호 외 1필지 ,2026-06-18
여주시,수림농장,돼지,500,경기도 여주시 세종대왕면 북성산로 80,경기도 여주시 세종대왕면 신지리 64번지  ,2026-06-18
여주시,가현농장,돼지,800,경기도 여주시 가남읍 연삼로 261 (외 2필지),경기도 여주시 가남읍 연대리 100번지 4호 외 2필지 ,2026-06-18
여주시,성우3농장,돼지,800,경기도 여주시 가남읍 송삼로 459-19,경기도 여주시 가남읍 금곡리 366번지 1호  ,2026-06-18
여주시,세영농장,돼지,600,경기도 여주시 점동면 성주로 798 (외 2필지),경기도 여주시 점동면 당진리 542번지 8호 외 2필지 ,2026-06-18
여주시,창대2농장,돼지,600,,경기도 여주시 대신면 하림리 273번지 9호 외1필지 ,2026-06-18
여주시,원용농장,돼지,1500,경기도 여주시 강천면 말개미길 38-42,경기도 여주시 강천면 걸은리 750번지 4호  ,2026-06-18
여주시,반석2농장,돼지,600,경기도 여주시 흥천면 능북로 214-1,경기도 여주시 흥천면 율극리 272번지 1호  ,2026-06-18
여주시,선봉농장,돼지,4500,경기도 여주시 세종대왕면 매화1길 157,경기도 여주시 세종대왕면 매화리 227번지 14호 외 6필지 ,2026-06-18
여주시,상활농장,돼지,1000,경기도 여주시 가남읍 상활2길 83-59 (외1필지(559-5)),경기도 여주시 가남읍 신해리 559번지 외1필지(559-5) ,2026-06-18
여주시,미미축산,돼지,100,경기도 여주시 강천면 마감로 298 (외1필지(462-9)),경기도 여주시 강천면 걸은리 462번지 7호 외1필지(462-9) ,2026-06-18
여주시,가나안농장,돼지,950,경기도 여주시 가남읍 금당3길 58,경기도 여주시 가남읍 금당리 234번지  ,2026-06-18
여주시,정헌농장,돼지,950,,경기도 여주시 점동면 현수리 110번지 6호  ,2026-06-18
여주시,청운농장,돼지,330,,경기도 여주시 가남읍 본두리 546번지 8호  ,2026-06-18
여주시,재성농장,돼지,2000,경기도 여주시 북내면 도예로 336-10,경기도 여주시 북내면 신남리 210번지 3호 외6필지 ,2026-06-18
여주시,수란농장2,돼지,1372,경기도 여주시 세종대왕면 매화1길 120,경기도 여주시 세종대왕면 용은리 594번지 2호  ,2026-06-18
여주시,기준농장,돼지,800,경기도 여주시 흥천면 가막지길 28-2,경기도 여주시 흥천면 율극리 150번지  ,2026-06-18
여주시,남한강농장2,돼지,700,경기도 여주시 가남읍 가남로 700-116,경기도 여주시 가남읍 연대리 40번지 1호 외 1필지(40-8) ,2026-06-18
여주시,명승농장,돼지,500,경기도 여주시 세종대왕면 매화1길 157,경기도 여주시 세종대왕면 매화리 227번지 17호  ,2026-06-18
여주시,기원농장,돼지,456,경기도 여주시 흥천면 능북로 214-5,경기도 여주시 흥천면 율극리 266번지 14호  ,2026-06-18
