사업장명칭,주사육업종,사업장소재지(지번),사육두수
노송목장,한우,전남광주통합특별시 해남군 산이면 노송리 361번지  ,12
월호농장,한우,전남광주통합특별시 해남군 화산면 월호리 846번지 2호  ,20
땅끝한우농장,한우,전남광주통합특별시 해남군 화산면 가좌리 578번지 5호  ,87
서재농장,한우,전남광주통합특별시 해남군 화산면 송산리 259번지  ,48
까망흑염소농장,산양,전남광주통합특별시 해남군 삼산면 신흥리 550번지  ,300
하늘부부농장,한우,전남광주통합특별시 해남군 송지면 서정리 1190번지 8호 외 2필지 ,40
구시리축산,한우,전남광주통합특별시 해남군 현산면 구시리 1183번지 21호  ,18
금동축산,한우,전남광주통합특별시 해남군 현산면 만안리 673번지 6호  ,7
윤서영농조합법인,한우,전남광주통합특별시 해남군 산이면 초송리 166번지 1호 외5필지 ,320
거성축산,한우,전남광주통합특별시 해남군 현산면 읍호리 1048번지  ,6
병태농장,한우,전남광주통합특별시 해남군 화원면 후산리 131번지 1호  ,45
김광용농장,한우,전남광주통합특별시 해남군 현산면 일평리 212번지 2호  ,64
서준농장,한우,전남광주통합특별시 해남군 산이면 초송리 172번지 12호  ,34
가재골농장,한우,"전남광주통합특별시 해남군 삼산면 상가리 844번지 7호 외 2필지(844-8,844-9번지) ",31
원농장,한우,전남광주통합특별시 해남군 마산면 상등리 423번지 2호  ,65
중앙축산,한우,전남광주통합특별시 해남군 계곡면 가학리 227번지 4호  ,72
신흥농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 873번지 12호  ,13
미선축산,한우,전남광주통합특별시 해남군 황산면 일신리 46번지 21호  ,35
천하농장,한우,전남광주통합특별시 해남군 삼산면 평활리 1103번지 2호 외 1필지 ,21
김두식농장,한우,전남광주통합특별시 해남군 화산면 평호리 502번지  ,15
찬성농장,한우,전남광주통합특별시 해남군 산이면 초송리 275번지 2호  ,10
야콘부부농장,염소,"전남광주통합특별시 해남군 황산면 송호리 493번지 염소670㎡, 한우50㎡ ",27
하모니농장,염소,전남광주통합특별시 해남군 화원면 후산리 24번지 8호  ,380
사랑농장,한우,전남광주통합특별시 해남군 산이면 초송리 266번지  ,15
수연축사,한우,전남광주통합특별시 해남군 산이면 부동리 41번지  ,23
지희숙축사,한우,전남광주통합특별시 해남군 현산면 월송리 1512번지 4호  ,18
갈마농장,한우,전남광주통합특별시 해남군 계곡면 법곡리 880번지 2호  ,34
이주호농장,한우,전남광주통합특별시 해남군 화산면 부길리 646번지  ,3
연화농장,한우,전남광주통합특별시 해남군 산이면 초송리 385번지 42호  ,17
하느골농장,한우,전남광주통합특별시 해남군 삼산면 평활리 366번지 17호  ,19
허광식축사,한우,전남광주통합특별시 해남군 삼산면 평활리 253번지 10호  ,8
한우농장,한우,전남광주통합특별시 해남군 삼산면 원진리 335번지  ,9
서상재축사,한우,전남광주통합특별시 해남군 삼산면 구림리 254번지 12호  ,7
천지농장,한우,전남광주통합특별시 해남군 화산면 부길리 701번지  ,9
김일환축사,한우,전남광주통합특별시 해남군 화산면 안호리 588번지 3호  ,24
알뜰농장,한우,전남광주통합특별시 해남군 화산면 방축리 451번지 5호  ,20
원기농장,한우,전남광주통합특별시 해남군 화산면 송산리 1053번지 2호  ,10
루이농장,한우,전남광주통합특별시 해남군 문내면 석교리 881번지  ,15
윤영상축사,한우,전남광주통합특별시 해남군 북일면 금당리 535번지 1호  ,22
박옥경축사,한우,전남광주통합특별시 해남군 삼산면 봉학리 352번지 1호 외 2필지 ,23
산위축사,한우,전남광주통합특별시 해남군 삼산면 원진리 793번지 28호  ,5
풍호축산,한우,전남광주통합특별시 해남군 삼산면 신흥리 463번지 2호  ,6
가나축산,한우,전남광주통합특별시 해남군 삼산면 평활리 408번지 외 2필지 ,48
용두축사,한우,전남광주통합특별시 해남군 삼산면 창리 181번지  ,25
황산축산,한우,전남광주통합특별시 해남군 현산면 황산리 329번지 1호  ,18
허경축사,한우,전남광주통합특별시 해남군 송지면 미야리 687번지  ,6
금연축산,한우,전남광주통합특별시 해남군 송지면 금강리 678번지  ,13
평갑축사,한우,전남광주통합특별시 해남군 황산면 일신리 137번지 4호  ,11
임채기축사,한우,전남광주통합특별시 해남군 황산면 원호리 250번지  ,2
정수농장,한우,전남광주통합특별시 해남군 삼산면 구림리 877번지 15호  ,5
녹산농장,한우,전남광주통합특별시 해남군 삼산면 평활리 511번지 3호  ,22
이창욱축사,한우,전남광주통합특별시 해남군 현산면 월송리 305번지  ,28
이강섭축사,한우,전남광주통합특별시 해남군 현산면 구산리 316번지  ,5
서윤석축사,한우,전남광주통합특별시 해남군 옥천면 영춘리 545번지 1호  ,4
두레농장,한우,전남광주통합특별시 해남군 옥천면 신죽리 228번지  ,20
내동축산,한우,전남광주통합특별시 해남군 옥천면 신계리 757번지 11호  ,14
이화진축사,한우,전남광주통합특별시 해남군 마산면 연구리 1205번지  ,3
산동축산,한우,전남광주통합특별시 해남군 황산면 관춘리 873번지 2호  ,20
소울림농장,한우,전남광주통합특별시 해남군 삼산면 원진리 531번지  ,6
애자축산,한우,전남광주통합특별시 해남군 화산면 송산리 1023번지  ,17
윤양희축사,한우,전남광주통합특별시 해남군 화산면 방축리 983번지 1호  ,21
노영만축사,한우,전남광주통합특별시 해남군 화산면 평호리 126번지 10호  ,13
한주축사,한우,전남광주통합특별시 해남군 북일면 만수리 223번지 5호  ,5
강상열축사,한우,전남광주통합특별시 해남군 옥천면 영춘리 63번지 11호  ,18
전창호농장,한우,전남광주통합특별시 해남군 옥천면 흑천리 576번지 1호  ,6
서산농장,한우,전남광주통합특별시 해남군 옥천면 팔산리 991번지 6호  ,30
최세운축사,한우,전남광주통합특별시 해남군 옥천면 팔산리 799번지  ,7
일꾼한우농장,한우,전남광주통합특별시 해남군 황산면 남리리 996번지 외 3필지 ,40
금옥축산,한우,전남광주통합특별시 해남군 황산면 원호리 919번지 17호 외 2필지 ,22
임광남축사,한우,전남광주통합특별시 해남군 문내면 무고리 1914번지 1호  ,33
광열농장,한우,전남광주통합특별시 해남군 삼산면 평활리 588번지 11호  ,7
재민축사,한우,전남광주통합특별시 해남군 삼산면 원진리 791번지 1호  ,7
인오축산,한우,전남광주통합특별시 해남군 현산면 조산리 87번지 외 3필지 ,31
송암축사,한우,전남광주통합특별시 해남군 송지면 가차리 155번지  ,18
경진축사,한우,전남광주통합특별시 해남군 옥천면 흑천리 467번지 3호  ,11
우리축산,한우,전남광주통합특별시 해남군 삼산면 신흥리 191번지 1호  ,29
박복천축사,한우,전남광주통합특별시 해남군 현산면 월송리 362번지 1호  ,37
더불어숲,한우,"전남광주통합특별시 해남군 산이면 덕호리 1049번지 , 1053(1동) ",105
경도축산,한우,전남광주통합특별시 해남군 화산면 부길리 701번지 21호  ,7
금은농장,한우,전남광주통합특별시 해남군 삼산면 원진리 752번지 3호  ,33
범홍농장,한우,전남광주통합특별시 해남군 북평면 서홍리 1505번지 3호  ,78
덕촌농장,한우,전남광주통합특별시 해남군 삼산면 구림리 459번지 1호  ,8
흑석산흑염소농장,산양,전남광주통합특별시 해남군 계곡면 성진리 1015번지 1호  ,700
희진농장,한우,전남광주통합특별시 해남군 북일면 운전리 1462번지 4호  ,66
당포농장,육계,전남광주통합특별시 해남군 화원면 월호리 785번지 2호  ,85000
상금농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 773번지 1호  ,15
재용농장,한우,전남광주통합특별시 해남군 황산면 호동리 192번지 외 1필지 ,155
승일농장,한우,전남광주통합특별시 해남군 계곡면 잠두리 142번지 4호  ,2
현영축산,한우,전남광주통합특별시 해남군 계곡면 사정리 907번지 5호  ,0
모자축산,한우,전남광주통합특별시 해남군 화산면 가좌리 668번지 1호  ,110
정성봉축산,한우,전남광주통합특별시 해남군 현산면 월송리 1648번지 1호 외1필지(29-1번지) ,130
가보영농조합법인 해남지점,돼지,전남광주통합특별시 해남군 옥천면 신죽리 401번지 4호  ,6000
조광현축산,한우,전남광주통합특별시 해남군 옥천면 팔산리 1001번지 4호  ,27
수영축산,한우,전남광주통합특별시 해남군 송지면 서정리 156번지 7호  ,12
임마누엘농장,육계,전남광주통합특별시 해남군 화산면 관동리 1135번지 1호  ,70000
남촌미래창조농장,육계,전남광주통합특별시 해남군 현산면 읍호리 1번지 7호  ,130000
한강농원,염소,전남광주통합특별시 해남군 해남읍 복평리 262번지 8호  ,30
무이농장,산양,전남광주통합특별시 해남군 계곡면 성진리 산 74번지  ,200
해성농장,한우,전남광주통합특별시 해남군 산이면 덕송리 271번지 1호  ,39
일명농장,한우,전남광주통합특별시 해남군 문내면 학동리 628번지  ,16
흑염소나라,산양,전남광주통합특별시 해남군 계곡면 가학리 306번지 63호  ,200
해룡농장,한우,전남광주통합특별시 해남군 송지면 해원리 878번지 외 1필지 ,14
푸른농장,산양,    ,120
대흥농장,육계,전남광주통합특별시 해남군 삼산면 평활리 411번지  ,60000
실로암2농장,한우,전남광주통합특별시 해남군 북일면 신월리 577번지 8호  ,70
반석농장,오리,전남광주통합특별시 해남군 문내면 무고리 356번지  ,15000
고려축산2농장,한우,전남광주통합특별시 해남군 옥천면 백호리 1046번지 1호  ,87
승리농장,한우,전남광주통합특별시 해남군 삼산면 상가리 807번지 6호  ,67
해오름농장,한우,전남광주통합특별시 해남군 산이면 덕호리 713번지 3호  ,130
윤복남농장,산양,전남광주통합특별시 해남군 문내면 고평리 546번지  ,2
신촌흑염소농장,염소,전남광주통합특별시 해남군 계곡면 가학리 191번지 18호 외 1필지 ,300
나래축산,한우,전남광주통합특별시 해남군 삼산면 평활리 366번지 47호 외 1필지 ,18
코코농장,종계/산란계,전남광주통합특별시 해남군 현산면 구시리 750번지  ,500
오빠야농장,육계,전남광주통합특별시 해남군 현산면 읍호리 1067번지 3호 외 2필지 ,98000
계곡산양목장 유한회사 농업회사법인,염소,전남광주통합특별시 해남군 계곡면 법곡리 1319번지 1호  ,300
원섭농장,한우,전남광주통합특별시 해남군 해남읍 복평리 555번지  ,27
승희축산,한우,전남광주통합특별시 해남군 삼산면 원진리 1146번지 12호  ,2
연수농장,한우,전남광주통합특별시 해남군 현산면 조산리 498번지 2호 외 2필지 ,26
동전축산,한우,전남광주통합특별시 해남군 현산면 구산리 524번지 25호 외 12필지 ,208
공주농장,한우,전남광주통합특별시 해남군 계곡면 반계리 172번지 2호  ,30
부곡농장,한우,전남광주통합특별시 해남군 황산면 부곡리 766번지 3호  ,53
온누리농장,한우,전남광주통합특별시 해남군 현산면 일평리 194번지  ,18
농업회사법인 남해(주),한우,전남광주통합특별시 해남군 산이면 노송리 55번지 1호  ,70
소나무농장,한우,전남광주통합특별시 해남군 현산면 조산리 85번지 14호  ,170
향림동산(흑염소농장),산양,전남광주통합특별시 해남군 현산면 황산리 1061번지  ,100
나린흑염소,염소,전남광주통합특별시 해남군 문내면 예락리 1111번지 외 2필지 ,25
보원축산,한우,전남광주통합특별시 해남군 해남읍 용정리 77번지 17호 외 1필지 ,12
하늘농장,한우,전남광주통합특별시 해남군 마산면 상등리 1036번지 1호  ,50
한양축산,한우,전남광주통합특별시 해남군 현산면 조산리 1022번지 4호 외 1필지(1021-1) ,350
동근네한우농장,한우,전남광주통합특별시 해남군 송지면 미야리 1011번지 외 2필지 ,40
신안농장,한우,전남광주통합특별시 해남군 황산면 부곡리 800번지 3호 외 1필지 ,31
영신농장,염소,전남광주통합특별시 해남군 옥천면 영신리 537번지 10호  ,12
초양마루,염소,전남광주통합특별시 해남군 문내면 석교리 540번지  ,275
신안농장,한우,    ,110
실로암1농장,한우,전남광주통합특별시 해남군 북일면 운전리 173번지 외 4필지 ,370
사랑농장,한우,전남광주통합특별시 해남군 황산면 연호리 461번지  ,17
영마산농장,한우,전남광주통합특별시 해남군 마산면 노하리 422번지 1호  ,6
준우축산,한우,"전남광주통합특별시 해남군 마산면 상등리 427번지 1호 (1동, 2동) ",150
미래농산,한우,전남광주통합특별시 해남군 산이면 덕호리 1054번지  ,60
매작골농장,한우,전남광주통합특별시 해남군 송지면 산정리 1169번지 5호  ,135
아띠목장,한우,전남광주통합특별시 해남군 송지면 서정리 152번지  ,30
창암농장,한우,전남광주통합특별시 해남군 마산면 연구리 1116번지 9호  ,40
장점재농장,한우,전남광주통합특별시 해남군 북평면 서홍리 1517번지 4호  ,49
행복농장,한우,"전남광주통합특별시 해남군 황산면 연호리 698번지 6호 외 2필지(694-23, 698-10) ",63
탑골농장,한우,전남광주통합특별시 해남군 현산면 일평리 1005번지 1호  ,23
하늘닿은목장,한우,전남광주통합특별시 해남군 삼산면 평활리 317번지 3호  ,55
뚱이농장,한우,전남광주통합특별시 해남군 황산면 연호리 269번지 2호  ,28
손혁농장,산양,전남광주통합특별시 해남군 화원면 신덕리 1123번지 5호  ,50
민우농장,한우,전남광주통합특별시 해남군 산이면 초송리 140번지 3호  ,5
엄지농장,한우,전남광주통합특별시 해남군 해남읍 내사리 463번지 7호  ,12
강변산들,한우,전남광주통합특별시 해남군 해남읍 내사리 1421번지  ,3
윤기주농장,한우,전남광주통합특별시 해남군 해남읍 복평리 602번지 9호  ,29
범골흑염소농장,염소,전남광주통합특별시 해남군 마산면 외호리 389번지 1호  ,30
월금농장,한우,전남광주통합특별시 해남군 현산면 월송리 1519번지 3호 외 1필지 ,19
우주흑염소농장,산양,전남광주통합특별시 해남군 황산면 일신리 168번지 5호  ,200
두륜산농장,한우,전남광주통합특별시 해남군 북일면 운전리 1465번지 외 2필지 ,48
마하목장,한우,전남광주통합특별시 해남군 화원면 성산리 547번지  ,10
유진축산,한우,전남광주통합특별시 해남군 해남읍 내사리 1554번지 1호  ,100
준서축산,한우,전남광주통합특별시 해남군 해남읍 내사리 86번지 4호  ,3
정다운농장,한우,전남광주통합특별시 해남군 해남읍 남천리 898번지  ,24
서울목장,한우,전남광주통합특별시 해남군 옥천면 신죽리 519번지  ,9
국가대표 흑염소,염소,전남광주통합특별시 해남군 문내면 동외리 515번지  ,18
남동축산,육우,전남광주통합특별시 해남군 해남읍 용정리 922번지  ,14
신흥농장,한우,전남광주통합특별시 해남군 화산면 연곡리 587번지 외 1필지 ,66
산푸름축산,한우,"전남광주통합특별시 해남군 황산면 일신리 13번지 , 13-11, 13-14, 13-15, 13-16, 13-17 ",95
늘채움한우,한우,전남광주통합특별시 해남군 삼산면 원진리 268번지  ,1
해마농장,육계,전남광주통합특별시 해남군 마산면 용전리 622번지 18호  ,500
밀알축산,한우,전남광주통합특별시 해남군 황산면 관춘리 276번지 17호  ,50
해남황토한우농장,한우,전남광주통합특별시 해남군 화산면 석호리 361번지  ,16
만희농장,한우,전남광주통합특별시 해남군 북평면 동해리 570번지 외 4필지 ,120
싱싱농장,한우,전남광주통합특별시 해남군 현산면 고현리 350번지  ,5
선재축산,한우,전남광주통합특별시 해남군 현산면 조산리 891번지 1호  ,148
해원축산,한우,전남광주통합특별시 해남군 산이면 덕호리 784번지 14호  ,9
이현 1농장,한우,전남광주통합특별시 해남군 삼산면 원진리 25번지 1호  ,11
이주석농장,한우,"전남광주통합특별시 해남군 현산면 황산리 1063번지 1063-1, 1063-4 ",53
갈마농장,한우,전남광주통합특별시 해남군 계곡면 법곡리 1524번지  ,32
믿음축산,한우,전남광주통합특별시 해남군 문내면 무고리 344번지 3호 외 1필지 ,14
일성흑염소,염소,전남광주통합특별시 해남군 화원면 장춘리 93번지  ,200
황금농장,돼지,전남광주통합특별시 해남군 북평면 남창리 879번지 2호 외 2필지 ,80
코리농장,한우,전남광주통합특별시 해남군 현산면 월송리 937번지 2호  ,300
행복농장,한우,전남광주통합특별시 해남군 황산면 연호리 90번지 16호  ,11
부자농장,한우,전남광주통합특별시 해남군 산이면 대진리 803번지 7호  ,25
승재농장,한우,전남광주통합특별시 해남군 산이면 덕호리 827번지 1호  ,33
강호농장,한우,전남광주통합특별시 해남군 마산면 송석리 7번지 3호 및 7-5번지 ,74
정기축사,염소,전남광주통합특별시 해남군 황산면 남리리 483번지  ,0
땅끝축산,한우,전남광주통합특별시 해남군 계곡면 잠두리 224번지 3호  ,30
미래축산,한우,전남광주통합특별시 해남군 산이면 금호리 39번지 외 1필지 ,40
삼남매농장,한우,전남광주통합특별시 해남군 계곡면 잠두리 380번지 10호  ,0
이병락농장,한우,전남광주통합특별시 해남군 현산면 읍호리 1027번지  ,0
선호축산,한우,전남광주통합특별시 해남군 삼산면 충리 1026번지  ,64
영오1농장,한우,전남광주통합특별시 해남군 문내면 충평리 38번지 3호  ,60
영오3농장,한우,전남광주통합특별시 해남군 문내면 동외리 682번지 외 1필지 ,70
애자축산,한우,전남광주통합특별시 해남군 현산면 월송리 1490번지 1호  ,39
경환축산,한우,전남광주통합특별시 해남군 옥천면 청신리 39번지 외 1필지(37) ,9
참조은농장,육계,전남광주통합특별시 해남군 황산면 원호리 5번지 19호  ,115000
갈두농장,한우,전남광주통합특별시 해남군 북일면 금당리 227번지  ,16
무학농원,염소,전남광주통합특별시 해남군 화산면 가좌리 1097번지 1호  ,25
새날제2목장,한우,전남광주통합특별시 해남군 옥천면 흑천리 644번지 11호  ,97
팔도농장,한우,전남광주통합특별시 해남군 마산면 연구리 170번지  ,25
현영농장,한우,전남광주통합특별시 해남군 계곡면 성진리 1086번지 2호  ,17
농업회사법인범홍축산(주)제2농장,한우,전남광주통합특별시 해남군 현산면 월송리 950번지 3호  ,200
범홍농장2,한우,전남광주통합특별시 해남군 현산면 월송리 950번지  ,200
경진축산,한우,전남광주통합특별시 해남군 황산면 남리리 439번지 3호  ,10
양미축산,한우,전남광주통합특별시 해남군 황산면 부곡리 301번지 2호  ,0
민들레흑염소농장,염소,전남광주통합특별시 해남군 화산면 가좌리 603번지  ,600
호남축산,한우,전남광주통합특별시 해남군 황산면 송호리 905번지 2호  ,120
관묵농장,한우,전남광주통합특별시 해남군 황산면 일신리 651번지 1호 (1동) ,22
땅콩축산,한우,전남광주통합특별시 해남군 옥천면 영신리 592번지 10호  ,11
황칠농장,염소,전남광주통합특별시 해남군 화산면 부길리 308번지 1호  ,160
오송축산,한우,전남광주통합특별시 해남군 산이면 예정리 392번지 3호  ,70
선봉축산,한우,전남광주통합특별시 해남군 삼산면 신흥리 922번지 3호  ,58
도수농장,한우,전남광주통합특별시 해남군 해남읍 복평리 981번지 외 1필지 ,39
우성축산,한우,전남광주통합특별시 해남군 해남읍 내사리 453번지  ,8
형제농장,한우,전남광주통합특별시 해남군 마산면 외호리 855번지  ,17
선훈농장,한우,전남광주통합특별시 해남군 마산면 화내리 795번지 외 1필지 ,45
공용축산,한우,전남광주통합특별시 해남군 산이면 초송리 206번지 11호  ,13
신해남농장,한우,전남광주통합특별시 해남군 해남읍 내사리 444번지  ,50
김남중축산,한우,전남광주통합특별시 해남군 마산면 상등리 872번지 15호  ,50
우리농장,한우,전남광주통합특별시 해남군 북일면 방산리 30번지  ,40
우리농장,한우,전남광주통합특별시 해남군 북일면 방산리 32번지 3호  ,11
훈이농장,한우,전남광주통합특별시 해남군 화산면 송산리 240번지  ,124
해진영농조합법인,돼지,전남광주통합특별시 해남군 황산면 원호리 6번지  ,1500
영하축산,한우,전남광주통합특별시 해남군 마산면 장촌리 560번지  ,23
선애축산,한우,전남광주통합특별시 해남군 산이면 예정리 45번지 2호  ,5
신평축산,한우,전남광주통합특별시 해남군 계곡면 신평리 599번지  ,3
소라축산,한우,전남광주통합특별시 해남군 북평면 오산리 181번지  ,13
영상축산,한우,전남광주통합특별시 해남군 화원면 장춘리 612번지 3호  ,13
여원농장,한우,전남광주통합특별시 해남군 북평면 동해리 1번지 12호  ,11
가보영농조합법인 옥천지점,돼지,전남광주통합특별시 해남군 옥천면 신죽리 401번지 9호 외 5필지 ,280
매화영농조합법인,돼지,전남광주통합특별시 해남군 현산면 월송리 107번지 1호 외 1필지 ,4000
영석축산,한우,전남광주통합특별시 해남군 해남읍 복평리 559번지  ,14
승희농장,한우,전남광주통합특별시 해남군 계곡면 사정리 455번지  ,5
절골축산,한우,전남광주통합특별시 해남군 화원면 금평리 산 39번지 4호  ,3
마호축산,한우,전남광주통합특별시 해남군 옥천면 청신리 781번지  ,9
월평축산,한우,전남광주통합특별시 해남군 옥천면 월평리 322번지  ,5
저담정농장,돼지,전남광주통합특별시 해남군 현산면 월송리 108번지 3호 외 1필지(108-1) ,5000
무성축산,한우,전남광주통합특별시 해남군 계곡면 법곡리 1401번지 12호  ,11
우림축산,한우,전남광주통합특별시 해남군 해남읍 내사리 1552번지 3호  ,4
이건축산,한우,전남광주통합특별시 해남군 해남읍 내사리 1552번지 1호  ,4
해주농장,한우,전남광주통합특별시 해남군 송지면 서정리 158번지 및 158-1 ,71
연화농장,한우,전남광주통합특별시 해남군 마산면 화내리 588번지  ,4
성내농장,한우,전남광주통합특별시 해남군 삼산면 신흥리 940번지 8호  ,45
신성,한우,전남광주통합특별시 해남군 계곡면 성진리 581번지 15호  ,19
세화축산,한우,전남광주통합특별시 해남군 송지면 미야리 665번지 외 1필지 ,56
박창석농장,한우,전남광주통합특별시 해남군 화산면 연곡리 749번지 7호  ,43
최고축산,한우,전남광주통합특별시 해남군 북평면 오산리 1024번지  ,14
찬형농장,한우,전남광주통합특별시 해남군 삼산면 평활리 1125번지 7호  ,9
바우농장,염소,전남광주통합특별시 해남군 현산면 조산리 산 98번지  ,60
자연축산,한우,전남광주통합특별시 해남군 황산면 연당리 103번지 외 1필지 ,50
명원농장,한우,전남광주통합특별시 해남군 해남읍 안동리 84번지 1호  ,24
외입강화축산,한우,전남광주통합특별시 해남군 황산면 외입리 760번지 1호  ,17
준성축산,한우,전남광주통합특별시 해남군 화원면 인지리 276번지  ,3
배가농원,한우,전남광주통합특별시 해남군 계곡면 가학리 180번지 10호  ,19
인웅축산,한우,전남광주통합특별시 해남군 현산면 초호리 1105번지 2호  ,17
청용축산,한우,전남광주통합특별시 해남군 삼산면 신흥리 922번지 4호 외1필지 ,90
탑골농장,한우,전남광주통합특별시 해남군 화산면 관동리 116번지 4호  ,3
민순축산,한우,전남광주통합특별시 해남군 현산면 읍호리 61번지 외2필지 ,24
청우축산,한우,전남광주통합특별시 해남군 현산면 황산리 215번지  ,10
임해농장,한우,전남광주통합특별시 해남군 옥천면 팔산리 287번지  ,5
바울농장,염소,전남광주통합특별시 해남군 계곡면 당산리 669번지 3호 외1필지 ,30
재경축산,한우,전남광주통합특별시 해남군 해남읍 내사리 580번지 30호  ,8
골몰농장,한우,전남광주통합특별시 해남군 문내면 예락리 78번지 9호  ,10
자연로하스,육계,전남광주통합특별시 해남군 마산면 외호리 407번지 5호  ,206000
그라제농산,한우,전남광주통합특별시 해남군 화산면 연곡리 808번지 1호  ,28
청우농장,한우,전남광주통합특별시 해남군 옥천면 신계리 802번지  ,2
원익축산,한우,전남광주통합특별시 해남군 삼산면 원진리 1204번지  ,43
명인산업농장,육계,전남광주통합특별시 해남군 문내면 석교리 1066번지  ,100000
부자 흑염소농장,염소,전남광주통합특별시 해남군 마산면 외호리 369번지 1호  ,80
상아농장,한우,전남광주통합특별시 해남군 황산면 한자리 80번지 외1필지 ,22
재성축산,한우,전남광주통합특별시 해남군 황산면 한자리 81번지 1호 외1필지 ,21
청계농장,한우,전남광주통합특별시 해남군 옥천면 신계리 492번지 외3필지 ,24
부원목장,한우,전남광주통합특별시 해남군 해남읍 내사리 1551번지 1호 외 1필지(1550-2) ,37
세주한우농장,한우,전남광주통합특별시 해남군 옥천면 백호리 567번지 19호  ,11
영일축산,한우,전남광주통합특별시 해남군 화산면 금풍리 494번지 5호  ,15
성남축산,한우,전남광주통합특별시 해남군 현산면 초호리 526번지 1호  ,2
동전축산,한우,전남광주통합특별시 해남군 현산면 황산리 1040번지 3호  ,50
알마니양계,종계/산란계,전남광주통합특별시 해남군 해남읍 복평리 261번지 21호 외1필지 ,2400
창대축산,한우,전남광주통합특별시 해남군 해남읍 연동리 816번지 3호  ,10
길석농장,한우,전남광주통합특별시 해남군 화산면 부길리 785번지 1호  ,18
청룡흑염소농장,염소,전남광주통합특별시 해남군 옥천면 백호리 23번지 1호  ,200
부경축산,한우,전남광주통합특별시 해남군 황산면 한자리 244번지 외1필지 ,6
정이농장,한우,전남광주통합특별시 해남군 계곡면 성진리 712번지 1호  ,17
록헌농장B,한우,전남광주통합특별시 해남군 해남읍 용정리 65번지 12호  ,8
읍호축산,한우,전남광주통합특별시 해남군 현산면 읍호리 902번지 4호  ,62
장원축산,한우,전남광주통합특별시 해남군 산이면 덕호리 445번지 7호  ,10
평화농장,한우,전남광주통합특별시 해남군 산이면 초송리 380번지  ,57
해서네농장,한우,전남광주통합특별시 해남군 송지면 미야리 604번지 2호  ,45
은아농장,한우,전남광주통합특별시 해남군 황산면 송호리 860번지 4호  ,70
임마누엘 축사,한우,전남광주통합특별시 해남군 화산면 금풍리 77번지 1호  ,27
텃골 농장,한우,전남광주통합특별시 해남군 문내면 동외리 1214번지 1호  ,7
근명축산,한우,전남광주통합특별시 해남군 옥천면 청신리 778번지 3호 외 1필지 ,25
혜정목장,한우,"전남광주통합특별시 해남군 산이면 진산리 596번지 3호 외 3필지(596-4, 596-5, 596-6) ",15
송촌한우농장,한우,전남광주통합특별시 해남군 현산면 월송리 790번지  ,21
대웅농장,한우,전남광주통합특별시 해남군 문내면 서상리 78번지 1호  ,16
선재축산,한우,전남광주통합특별시 해남군 현산면 조산리 891번지 3호  ,70
한우마을목장1,한우,전남광주통합특별시 해남군 황산면 원호리 1095번지 2호  ,42
한우마을목장2,한우,전남광주통합특별시 해남군 황산면 원호리 1096번지 1호  ,65
고내미농장,한우,전남광주통합특별시 해남군 화원면 장춘리 121번지 외 1필지 ,15
외호리흑염소농장,염소,전남광주통합특별시 해남군 마산면 외호리 247번지  ,150
덕인농장,한우,전남광주통합특별시 해남군 현산면 월송리 337번지  ,13
종합축사,한우,전남광주통합특별시 해남군 문내면 고당리 465번지 1호  ,2
아침들녘,한우,전남광주통합특별시 해남군 황산면 원호리 738번지 7호 외 2필지 ,18
형제축사,한우,전남광주통합특별시 해남군 옥천면 영춘리 970번지 7호 외 1필지(970-8) ,31
보배네농장,한우,전남광주통합특별시 해남군 화산면 가좌리 567번지 1호 외 2필지 ,5
남도농장,한우,전남광주통합특별시 해남군 현산면 읍호리 86번지 9호  ,2
정후농장,한우,전남광주통합특별시 해남군 황산면 관춘리 934번지  ,6
현정축사,한우,전남광주통합특별시 해남군 계곡면 성진리 131번지 외 1필지(131-4) ,6
양지축산,한우,전남광주통합특별시 해남군 옥천면 백호리 1301번지 1호  ,2
승환축사,한우,전남광주통합특별시 해남군 현산면 월송리 1530번지 4호  ,22
민호농장,한우,전남광주통합특별시 해남군 옥천면 청신리 691번지 4호  ,10
성덕축산,한우,전남광주통합특별시 해남군 황산면 관춘리 1180번지 58호  ,2
오월농장,한우,전남광주통합특별시 해남군 문내면 석교리 1351번지 2호  ,3
은혜농장,한우,전남광주통합특별시 해남군 현산면 고현리 1163번지  ,35
한마음 축사,한우,전남광주통합특별시 해남군 문내면 석교리 822번지  ,3
대촌농장,한우,전남광주통합특별시 해남군 해남읍 내사리 1443번지 외 3필지 ,85
태광축산,한우,전남광주통합특별시 해남군 옥천면 흑천리 824번지 1호  ,13
우술소막,한우,전남광주통합특별시 해남군 옥천면 용산리 592번지  ,3
후양축산,한우,전남광주통합특별시 해남군 북평면 동해리 61번지 4호  ,6
우리축산,한우,전남광주통합특별시 해남군 현산면 일평리 211번지 1호  ,29
송학축사,한우,전남광주통합특별시 해남군 현산면 월송리 843번지 외 2필지 ,30
다인농장,한우,전남광주통합특별시 해남군 북일면 금당리 534번지 외 2필지 ,32
금성축산,한우,전남광주통합특별시 해남군 옥천면 용동리 382번지  ,2
미니 축산,한우,전남광주통합특별시 해남군 북평면 동해리 990번지 9호  ,12
