연번,사업장명칭,주사육업종,사업장소재지(지번),사업장소재지(도로명),사육두수,동수,면적
511,하늘농장,한우,충청남도 아산시 영인면 신운리 672,충청남도 아산시 영인면 신운북길27번길 74-25,108,2,1300
512,창의농장,육계,충청남도 아산시 도고면 시전리 350-1,,80000,6,5353.35
513,시전농장,육계,충청남도 아산시 도고면 금산리 산 28-1 도고면 금산리 69-2 69-1,충청남도 아산시 도고면 온천대로222번길 100,38000,5,2309.1
514,할렐루야농장,돼지,충청남도 아산시 음봉면 동암리 433,,3000,3,1584
515,두원농장,돼지,충청남도 아산시 영인면 백석포리 1119-1,,2000,6,2947
516,원농장,육계,충청남도 아산시 신창면 남성리 693,충청남도 아산시 신창면 신달길 138-28,300000,6,7025
517,스러움 농장,한우,충청남도 아산시 음봉면 신정리 36-7,충청남도 아산시 음봉면 신정리길 32-17,120,3,936
518,해도농장,한우,충청남도 아산시 인주면 도흥리 30-6,,32,1,360
519,중사목장,한우,충청남도 아산시 신창면 가덕리 520,충청남도 아산시 신창면 서부북로 362,6,1,990
520,우성목장,젖소,충청남도 아산시 방축동 629,충청남도 아산시 남부로8번길 46-19 (방축동),53,8,3325.8
521,완식 농장,한우,충청남도 아산시 신창면 신달리 599,충청남도 아산시 신창면 수장로 199-124,163,1,1950
522,한일농장,한우,충청남도 아산시 선장면 대정리 315-1,,11,1,90
523,산양농장,한우,충청남도 아산시 염치읍 산양리 372-1,충청남도 아산시 염치읍 산양길 11-37,10,1,446
524,주호목장,한우,충청남도 아산시 신창면 수장리 4,충청남도 아산시 신창면 배미로85번길 60-6,13,1,288
525,농업회사법인 에이치비(주)예산농장,메추리,충청남도 아산시 도고면 효자리 13-1,충청남도 아산시 도고면 벚꽃로694번길 81-50,320000,4,1718
526,제일농장,한우,충청남도 아산시 선장면 가산리 456-7,,11,1,165
527,금수목장,한우,충청남도 아산시 영인면 신운리 87-4,충청남도 아산시 영인면 토정로120번길 58-9,31,2,372.42
528,강청리농장,한우,충청남도 아산시 염치읍 강청리 346,,44,2,322
529,강청리농장,사슴,충청남도 아산시 염치읍 강청리 345-1,,12,5,638.09
530,이병수농장,한우,충청남도 아산시 선장면 홍곳리 196,,31,1,346.5
531,상일농장,한우,충청남도 아산시 배방읍 중리 41,충청남도 아산시 배방읍 중리길 46-5,95,5,1142.4
532,쌍둥이목장,젖소,충청남도 아산시 염치읍 중방리 71-14,,78,2,744.8
533,하은농장,육우,충청남도 아산시 둔포면 염작리 56-41,,20,1,396
534,서유농원,종계/산란계,충청남도 아산시 둔포면 관대리 65-3,충청남도 아산시 둔포면 충무로 1588-40,18000,5,1920
535,초원농원,종계/산란계,충청남도 아산시 음봉면 산정리 223,충청남도 아산시 음봉면 아산온천로 341-57,67720,4,4792.08
536,시곡사슴목장,사슴,충청남도 아산시 음봉면 동천리 42-1,,78,1,512.5
537,신정목장,한우,충청남도 아산시 음봉면 신정리 168-1,,5,1,47
538,동해사슴목장,사슴,충청남도 아산시 송악면 수곡리 52,충청남도 아산시 송악면 수곡길 95,6,1,1250
539,향원농장,육계,충청남도 아산시 신창면 남성리 675-1,충청남도 아산시 신창면 신달길 134,50000,2,2616
540,정들농원,산양,충청남도 아산시 도고면 신통리 207-3,충청남도 아산시 도고면 신통길 163,150,1,132
541,태호네농장,산양,충청남도 아산시 신창면 신달리 184-2,충청남도 아산시 신창면 신달길 39-1,300,2,230
542,하남목장,육우,충청남도 아산시 염치읍 방현리 601-601-1,,306,3,1888
543,양천목장,한우,충청남도 아산시 영인면 역리 497,충청남도 아산시 영인면 토정로 263,10,2,448
544,장수녹용,사슴,충청남도 아산시 탕정면 산리 136-1,,20,1,392
545,늘봄농장,한우,충청남도 아산시 실옥동 193-5,,4,1,191
546,미래목장,한우,충청남도 아산시 배방읍 수철리 437-1,,24,2,348
547,우일사슴농장,사슴,충청남도 아산시 송악면 거산리 292-3,충청남도 아산시 송악면 외암로 219,25,6,1320
548,건철목장,한우,충청남도 아산시 신창면 가내리 249-4,,7,1,193
549,강원사슴목장,사슴,충청남도 아산시 배방읍 신흥리 248,충청남도 아산시 배방읍 신흥길 112-10,80,1,511
550,남주목장,젖소,충청남도 아산시 염치읍 염성리 248-3,충청남도 아산시 염치읍 염성길 109-69,70,2,1269.55
551,대현농장,한우,충청남도 아산시 영인면 신운리 650,충청남도 아산시 영인면 신운북길27번길 87-29,64,3,796.5
552,보선농장,한우,충청남도 아산시 선장면 채신언리 484,,99,1,1988
553,두환농장,한우,충청남도 아산시 선장면 신덕리 412,충청남도 아산시 선장면 서들북로 173-55,99,1,1197.5
554,태성목장,젖소,충청남도 아산시 영인면 역리 617,충청남도 아산시 영인면 토정로191번길 88,51,1,1750
555,황금농장,사슴,충청남도 아산시 송악면 강장리 129,충청남도 아산시 송악면 도송로 459,50,1,588
556,대양목장,젖소,충청남도 아산시 영인면 신운리 766,충청남도 아산시 영인면 토정로120번길 15-1,48,2,2867
557,해성목장,젖소,충청남도 아산시 영인면 신봉리 1344,충청남도 아산시 영인면 신봉길 51-94,85,2,2988
558,돌보목장,젖소,충청남도 아산시 둔포면 석곡리 341-1,,16,2,450
559,역촌사슴목장,사슴,충청남도 아산시 송악면 역촌리 205-13,충청남도 아산시 송악면 송악로 722-31,30,1,942
560,민축산,돼지,충청남도 아산시 신창면 오목리 236,충청남도 아산시 신창면 오목안길 26-11,1300,4,1147.3
561,학성용농장,한우,충청남도 아산시 도고면 시전리 27-7,충청남도 아산시 도고면 도고저수지길 44,11,1,80
562,금반농원,오리,충청남도 아산시 신창면 행목리 429-3,,8000,6,2160
563,원영목장,젖소,충청남도 아산시 영인면 백석포리 1118-1,충청남도 아산시 영인면 영인로 438-59,46,2,2978.2
564,번개목장,한우,충청남도 아산시 신창면 가내리 612,,21,2,480.2
565,아침목장,한우,충청남도 아산시 영인면 역리 468,충청남도 아산시 영인면 토정로191번길 92-60,141,6,4351.18
566,조이팜(Joy Farm),돼지,충청남도 아산시 선장면 대흥리 533,충청남도 아산시 선장면 서부북로 34-70,2000,7,2376
567,청솔농장,한우,충청남도 아산시 음봉면 삼거리 77,,20,1,701.87
568,푸른들축산,한우,충청남도 아산시 도고면 오암리 72-8,충청남도 아산시 도고면 도고산로280번길 84-27,53,1,1500
569,대성농장,돼지,충청남도 아산시 둔포면 산전리 497,충청남도 아산시 둔포면 산전길69번길 8-62,2500,1,2210
570,공세리농장,한우,충청남도 아산시 인주면 공세리 369,충청남도 아산시 인주면 아산호로 23-100,57,2,1149.7
571,더불어 목장,한우,충청남도 아산시 염치읍 염성리 246-1,충청남도 아산시 염치읍 염성길 109-45,68,1,808.5
572,신농 씨앤피,돼지,충청남도 아산시 신창면 수장리 1026,충청남도 아산시 신창면 수장로 199-80,2000,4,1872
573,호민목장,젖소,충청남도 아산시 둔포면 운교리 251,충청남도 아산시 둔포면 운교길126번길 123,90,2,3247.34
574,근아목장,젖소,충청남도 아산시 영인면 신화리 607,충청남도 아산시 영인면 토정로 267-22,130,2,3424.75
575,오뚜기농장,한우,충청남도 아산시 선장면 가산리 460-4,,17,1,261
576,알로찬농장,육계,충청남도 아산시 신창면 오목리 236-1,충청남도 아산시 신창면 오목안길 26-14,14000,2,1419
577,상미농장,육계,충청남도 아산시 도고면 금산리 69-6 외 1필지,,50000,5,2652
578,광일농장,한우,충청남도 아산시 선장면 군덕리 103-5,충청남도 아산시 선장면 선장로 37,15,1,330
579,청송농원,육계,충청남도 아산시 배미동 185-1,,40000,4,2062
580,영성농장,돼지,충청남도 아산시 둔포면 염작리 220-1,,1500,5,1647.8
581,미성농장,한우,충청남도 아산시 영인면 신운리 813,충청남도 아산시 영인면 토정로 108-28,60,1,1782
582,산내들 사슴농장,사슴,충청남도 아산시 송악면 마곡리 368,충청남도 아산시 송악면 마곡길 48,7,1,317.68
583,신원 사슴목장,사슴,충청남도 아산시 송악면 동화리 431-1,,7,2,122.88
584,선광목장,한우,충청남도 아산시 영인면 역리 761,충청남도 아산시 영인면 토정로 165-19,44,1,1400
585,감나무집,육계,충청남도 아산시 탕정면 용두리 15-1,충청남도 아산시 탕정면 꾀꼴성길 274,50,1,51
586,산마루식당,육계,충청남도 아산시 도고면 농은리 298,충청남도 아산시 도고면 도고산로 8,30,1,30
587,성내가든,육계,충청남도 아산시 영인면 성내리 459-5,충청남도 아산시 영인면 고룡산로 485,30,1,16.5
588,호반 토종닭,육계,충청남도 아산시 염치읍 동정리 33,충청남도 아산시 염치읍 충무로431번길 62,50,1,33
589,운교농장,돼지,충청남도 아산시 둔포면 운교리 109-1,충청남도 아산시 둔포면 운교길 72-5,800,1,360
590,농업회사법인초록농장주식회사,돼지,충청남도 아산시 선장면 장곳리 402,충청남도 아산시 선장면 서들남로159번길 32-161,2700,5,2598.75
591,우림농원,종계/산란계,충청남도 아산시 선장면 죽산리 103-5,충청남도 아산시 선장면 죽산길 28-81,40000,10,4100
592,부흥농장,돼지,충청남도 아산시 염치읍 방현리 146,,1500,3,1664.5
593,도담농장,돼지,충청남도 아산시 신창면 가덕리 951,충청남도 아산시 신창면 서부북로 360-43,1900,5,1937.5
594,승농장,돼지,충청남도 아산시 영인면 신운리 620,,2000,5,2263
595,둔포농장,돼지,충청남도 아산시 둔포면 운교리 112-3,충청남도 아산시 둔포면 운교길 72-51,1800,1,1193.82
596,초원충남사료 영농조합법인(아산지소),종계/산란계,충청남도 아산시 둔포면 신양리 255-2,충청남도 아산시 둔포면 관용로 199,15000,2,1344.84
597,청우농장,한우,충청남도 아산시 인주면 냉정리 205,충청남도 아산시 인주면 영인산로 371,60,1,2020
598,승원보아 염소나라,염소,충청남도 아산시 음봉면 신휴리 30-4,,200,1,920
599,진영농장,한우,충청남도 아산시 둔포면 송용리 254-외 2필지(255/256),,450,3,5950
600,봉분농장,한우,충청남도 아산시 둔포면 봉재리 381-1,,5,1,195.52
601,도고양돈,돼지,충청남도 아산시 도고면 봉농리 554-1 외 2필지(554/ 554-2),충청남도 아산시 도고면 아산만로 37-59,2500,4,1231.5
602,신월랑농장,한우,충청남도 아산시 영인면 와우리 234-1,충청남도 아산시 영인면 와신길60번길 12-38,15,1,876.2
603,충민목장,한우,충청남도 아산시 영인면 구성리 53-1,충청남도 아산시 영인면 아산호로496번길 88-17,2,1,180
604,진섭농장,한우,충청남도 아산시 둔포면 관대리 444-1,충청남도 아산시 둔포면 관대안길 190-3,7,1,236.8
605,벽진농장,한우,충청남도 아산시 음봉면 신정리 126-3,충청남도 아산시 음봉면 신정리길11번길 32,10,1,340
606,디와이팜,종계/산란계,충청남도 아산시 신창면 오목리 143-24,충청남도 아산시 신창면 서부남로 720,470000,8,24888
607,행복한 농장,한우,충청남도 아산시 신창면 신달리 598,충청남도 아산시 신창면 수장로 199-126,63,1,2171
608,부흥목장,한우,충청남도 아산시 영인면 신운리 69,충청남도 아산시 영인면 토정로120번길 15-50,9,1,396
609,더드림농장,한우,충청남도 아산시 인주면 문방리 741,충청남도 아산시 인주면 아산만로 1437-37,80,1,2975
610,산안개 농장,한우,충청남도 아산시 영인면 신운리 652,충청남도 아산시 영인면 신운북길27번길 87-34,225,4,3232.5
611,고령농장,육계,충청남도 아산시 영인면 신봉리 95-12,충청남도 아산시 영인면 윤보선로 97,14338,3,1438.84
612,여운목장,젖소,충청남도 아산시 둔포면 관대리 469,충청남도 아산시 둔포면 관대안길 146-30,50,1,1166.14
613,대원2목장,젖소,충청남도 아산시 영인면 신운리 880-5,충청남도 아산시 영인면 영인로 351-74,10,1,2949.34
614,제일목장,한우,충청남도 아산시 둔포면 관대리 451,충청남도 아산시 둔포면 관대안길 168-24,130,2,4200
615,동훈농장2,한우,충청남도 아산시 신창면 수장리 226-9,충청남도 아산시 신창면 수장로147번길 29-1,85,2,669.68
616,금성농장,한우,충청남도 아산시 인주면 금성리 551,충청남도 아산시 인주면 인주로 38-14,260,9,3126.4
617,진아농장,한우,충청남도 아산시 영인면 구성리 105-1,충청남도 아산시 영인면 아산호로 436,0,1,1500
618,미산농장,한우,충청남도 아산시 영인면 신화리 589,충청남도 아산시 영인면 토정로 267-52,0,6,7126.2
619,발해목장,한우,충청남도 아산시 영인면 신운리 771,충청남도 아산시 영인면 토정로120번길 15-37,38,2,2123
620,건우목장,한우,충청남도 아산시 신창면 수장리 1002,충청남도 아산시 신창면 수장로 199-96,50,1,939
621,창암농장,한우,충청남도 아산시 신창면 창암리 181-3,충청남도 아산시 신창면 순천향로 246-35,52,1,2050.49
622,승리농장,한우,충청남도 아산시 신창면 궁화리 112-14,충청남도 아산시 신창면 서부남로 532-22,18,1,216
623,창원농장,육계,충청남도 아산시 둔포면 신양리 218-1,충청남도 아산시 둔포면 봉신로229번길 55-11,25000,5,1442
624,무안농장,한우,충청남도 아산시 영인면 신운리 768,충청남도 아산시 영인면 토정로120번길 15-33,16,2,1074.61
625,초록농장,종계/산란계,충청남도 아산시 선장면 군덕리 459-7,충청남도 아산시 선장면 아산만로 611-34,200,2,52
626,유진흑염소,염소,충청남도 아산시 영인면 성내리 249,충청남도 아산시 영인면 고룡산로259번길 46-40,20,1,148.5
627,대성농장,한우,충청남도 아산시 둔포면 산전리 500,충청남도 아산시 둔포면 산전길69번길 8-52,175,3,2608
628,영복목장,젖소,충청남도 아산시 영인면 신봉리 1351,충청남도 아산시 영인면 신봉길 51-95,80,1,3269.31
629,부자농장,한우,충청남도 아산시 둔포면 봉재리 393,충청남도 아산시 둔포면 충무로1177번길 29,10,2,368.28
630,우리사슴목장,사슴,충청남도 아산시 영인면 성내리 280,충청남도 아산시 영인면 성내안길 82,69,1,568.61
631,흑암농장,한우,충청남도 아산시 배방읍 중리 137-1,충청남도 아산시 배방읍 고불로 442,113,1,1351.2
632,거화사슴목장,사슴,충청남도 아산시 음봉면 동천리 57-2,충청남도 아산시 음봉면 충무로604번길 104-7,10,2,132
633,아산농장,한우,충청남도 아산시 신창면 수장리 2,충청남도 아산시 신창면 배미로85번길 56,87,3,1050.26
634,비전농장,한우,충청남도 아산시 신창면 남성리 676,충청남도 아산시 신창면 신달길 138-12,82,1,1250
635,온양축산,한우,충청남도 아산시 신창면 수장리 4,충청남도 아산시 신창면 배미로85번길 60-6,153,3,1842.84
636,로댕목장,한우,충청남도 아산시 신창면 신달리 755,충청남도 아산시 신창면 수라리길 160,80,2,2028.65
637,쉼터사슴,사슴,충청남도 아산시 배방읍 수철리 815-8,충청남도 아산시 배방읍 고불로 387,40,1,694
638,진석농장,염소,충청남도 아산시 송악면 마곡리 186-1,,100,1,120
639,비젼농장,한우,충청남도 아산시 인주면 금성리 549,충청남도 아산시 인주면 인주로 38-12,75,1,762.3
640,서원목장,젖소,충청남도 아산시 영인면 역리 448,충청남도 아산시 영인면 토정로 263-84,268,3,3332.35
641,대한목장,젖소,충청남도 아산시 둔포면 산전리 418,충청남도 아산시 둔포면 운교길126번길 40-30,50,2,3267.84
642,원주2목장,한우,충청남도 아산시 신창면 남성리 41,충청남도 아산시 신창면 남성길199번길 38-33,17,1,195.5
643,강청목장,한우,충청남도 아산시 염치읍 강청리 241-1,,10,1,266.8
644,어르목농장,한우,충청남도 아산시 음봉면 삼거리 243-1,충청남도 아산시 음봉면 음봉면로 145-35,60,1,1000
645,상호사슴,사슴,충청남도 아산시 송악면 강당리 93-6,충청남도 아산시 송악면 강당로119번길 15-12,78,1,516.18
646,할렐루야한우농장,한우,충청남도 아산시 음봉면 송촌리 279-1,충청남도 아산시 음봉면 음봉로 279-95,39,1,390
647,영선농장,한우,충청남도 아산시 음봉면 신휴리 97-2 창동목장,"충청남도 아산시 음봉면 신의길 49-9, 창동목장",30,2,1182.7
648,월산농장,한우,충청남도 아산시 음봉면 월랑리 25,충청남도 아산시 음봉면 월산로 29-30,52,2,623.45
649,수장2농장,한우,충청남도 아산시 신창면 수장리 996,충청남도 아산시 신창면 수장로 199-79,86,1,1034
650,금성사슴목장,사슴,충청남도 아산시 둔포면 신남리 661-16,충청남도 아산시 둔포면 윤보선로 475-27,465,4,3073.1
651,우화 목장,한우,충청남도 아산시 신창면 남성리 261-3,충청남도 아산시 신창면 남성길199번길 50,54,1,640
652,삼일목장,한우,충청남도 아산시 선장면 군덕리 490,충청남도 아산시 선장면 선장로147번길 24-34,90,2,1193.34
653,동철목장,한우,충청남도 아산시 영인면 신봉리 60-1,,20,1,184.32
654,남성농장,한우,충청남도 아산시 신창면 남성리 61-5,충청남도 아산시 신창면 남성길 253-35,66,2,790.67
655,농부의꿈,한우,충청남도 아산시 신창면 남성리 90-1,충청남도 아산시 신창면 수장로147번길 20-18,296,4,4548.65
656,입출복농장,염소,충청남도 아산시 신창면 남성리 542,충청남도 아산시 신창면 서부북로764번길 42,270,1,652
657,기환목장2,젖소,충청남도 아산시 신창면 남성리 242-3,충청남도 아산시 신창면 수장로147번길 132-32,118,3,3996
658,상리목장,한우,충청남도 아산시 인주면 공세리 602-3,충청남도 아산시 인주면 서해로 779,198,2,2381.32
659,채은목장,사슴,충청남도 아산시 송악면 동화리 477,충청남도 아산시 송악면 송악로 419,43,2,278.34
660,더존목장,한우,충청남도 아산시 영인면 역리 343-25,,57,1,684.32
661,계룡목장 2호,육우,충청남도 아산시 염치읍 중방리 1-5,충청남도 아산시 염치읍 현대로 211-32,91,1,1100
662,종규대진농장,한우,충청남도 아산시 음봉면 동천리 279-2,충청남도 아산시 음봉면 충무로 714,58,2,700
663,영문농장,한우,충청남도 아산시 둔포면 봉재리 304-1,충청남도 아산시 둔포면 충무로1313번길 58,6,1,81.22
664,선기농장,한우,충청남도 아산시 음봉면 신휴리 118-13,충청남도 아산시 음봉면 신휴길 292,97,1,1164
665,도진농장,한우,충청남도 아산시 둔포면 관대리 453,충청남도 아산시 둔포면 관대안길 168-33,124,1,1490.4
666,백암준농장,돼지,충청남도 아산시 염치읍 백암리 599,충청남도 아산시 염치읍 백암길74번길 20-10,900,3,902.14
667,송악사슴농장,사슴,충청남도 아산시 송악면 외암리 595-51,충청남도 아산시 송악면 송악로811번길 42,35,3,399.76
668,ok사슴목장,사슴,충청남도 아산시 송악면 동화리 506,충청남도 아산시 송악면 송악로400번길 45,67,3,853.43
669,서담목장,젖소,충청남도 아산시 음봉면 쌍암리 131-1,,71,3,1787.14
670,장수농장,한우,충청남도 아산시 신창면 가덕리 821,충청남도 아산시 신창면 서부북로 434,2,1,386.34
671,부활농장,종계/산란계,충청남도 아산시 음봉면 산정리 27,충청남도 아산시 음봉면 고룡산로 100,20000,1,1647
672,상광목장,한우,충청남도 아산시 영인면 신봉리 47-1,충청남도 아산시 영인면 윤보선로142번길 43,4,2,247.5
673,병렬사슴목장,사슴,충청남도 아산시 송악면 강장리 334-4,충청남도 아산시 송악면 도송로 345-1,24,1,200.25
674,민속사슴목장,사슴,충청남도 아산시 송악면 외암리 502,충청남도 아산시 송악면 송악로811번길 53,67,2,445.53
675,통일청란,종계/산란계,충청남도 아산시 둔포면 산전리 390-8,,12700,4,1255.1
676,산막사슴농장,사슴,충청남도 아산시 송악면 강장리 309-11,충청남도 아산시 송악면 도송로 345-10,24,1,162.51
677,정우농장,한우,충청남도 아산시 음봉면 동암리 208-4,충청남도 아산시 음봉면 음봉로337번길 16,12,1,139.96
678,순영농장,한우,충청남도 아산시 신창면 가내리 928,,55,1,550
679,관대 사슴 목장,사슴,충청남도 아산시 둔포면 관대리 43-5,충청남도 아산시 둔포면 관대안길 123,23,2,1602.63
680,도고사슴목장,사슴,충청남도 아산시 도고면 시전리 85,충청남도 아산시 도고면 온천대로 420-73,164,6,1086.06
681,평촌사슴목장,사슴,충청남도 아산시 송악면 평촌리 37,충청남도 아산시 송악면 평촌길50번길 123-1,2,1,255.53
682,세진농장,사슴,충청남도 아산시 송악면 외암리 546,,98,2,652.12
683,화성양돈,돼지,충청남도 아산시 선장면 대흥리 106-9 대흥리 303,충청남도 아산시 선장면 아산만로 738-51,1411,6,2139
684,대정농장,한우,충청남도 아산시 선장면 대정리 580,,26,1,313.33
685,충남목장,한우,충청남도 아산시 배방읍 수철리 341-2,,93,1,1111.2
686,창수네목장,사슴,충청남도 아산시 염치읍 방현리 266-1,,2,1,190.8
687,천제사슴목장,사슴,충청남도 아산시 염치읍 방현리 266-3,충청남도 아산시 염치읍 충무로 478-23,0,5,921.92
688,효진목장,한우,충청남도 아산시 염치읍 염성리 257-19,,0,1,1300
689,아산사슴 건강의 집,사슴,충청남도 아산시 송악면 강장리 128-외 4필지,,0,2,1337.37
690,보원농장,한우,충청남도 아산시 둔포면 산전리 433,,140,1,1270.08
691,금강농장,종계/산란계,충청남도 아산시 음봉면 원남리 15-5,충청남도 아산시 음봉면 연암산로 237-63,21400,2,1985.82
692,김종희,한우,충청남도 아산시 도고면 도산리 226,,0,1,1151.5
693,힘찬농장,한우,충청남도 아산시 도고면 봉농리 465,충청남도 아산시 도고면 아산만로35번길 127-35,130,1,2718
694,진섭목장,한우,충청남도 아산시 도고면 신언리 75-12,,11,2,141.9
695,충현사슴목장,사슴,충청남도 아산시 영인면 성내리 841외 1필지(842),,50,1,936
696,융진농장,육계,충청남도 아산시 도고면 효자리 143-21외 2필지,충청남도 아산시 도고면 벚꽃로708번길 96 (외2필지),110000,5,4887
697,보광농원,종계/산란계,충청남도 아산시 신창면 궁화리 145,,0,5,1734.78
698,유한사슴농장,사슴,충청남도 아산시 둔포면 산전리 437외 1번지(438),,0,1,1652
699,설화사슴목장,사슴,충청남도 아산시 좌부동 82-1,,80,3,416.79
700,최부선농장,한우,충청남도 아산시 영인면 와우리 251외 1필지,,50,1,1800
701,텃골농장,한우,충청남도 아산시 신창면 신곡리 635외 2필지(636/ 637),,80,2,1210.5
702,태영목장,한우,충청남도 아산시 음봉면 송촌리 80-1외 2필지(82-1/ 83-3),충청남도 아산시 음봉면 음봉로338번길 9-1,0,2,832.41
703,광명농장,염소,충청남도 아산시 영인면 와우리 183-1,충청남도 아산시 영인면 와신길60번길 23,5,3,544.69
704,승천사슴농장,사슴,충청남도 아산시 영인면 신운리 805,,0,2,275
705,제2 황토한우농장,한우,충청남도 아산시 송악면 평촌리 472-1,충청남도 아산시 송악면 평촌안길 138-9,0,1,240
706,청록농장,한우,충청남도 아산시 선장면 대흥리 340-10,충청남도 아산시 선장면 아산만로 638-11,0,1,141.12
707,대운농장,한우,충청남도 아산시 도고면 봉농리 448,충청남도 아산시 도고면 아산만로35번길 127-53,100,1,1200
708,노엘라목장,염소,충청남도 아산시 영인면 역리 316-8,,0,1,264
709,칠목농장,육계,충청남도 아산시 신창면 행목리 311-1 외 7필지(98/98-1/101/310/311/311-2/311-9),,45000,3,2675.86
710,은솔사슴목장,사슴,충청남도 아산시 송악면 강장리 432-2,충청남도 아산시 송악면 도송로307번길 13-6,0,1,140
711,평화목장,한우,충청남도 아산시 음봉면 쌍룡리 268-외 1(268-1),충청남도 아산시 음봉면 쌍용길 75,0,3,822.2
712,다현농장(김현기),한우,충청남도 아산시 음봉면 신정리 33-4,충청남도 아산시 음봉면 충무로1141번길 29-16,0,3,2688
713,구성사슴농장,사슴,충청남도 아산시 영인면 구성리 24-7,충청남도 아산시 영인면 아산호로 470-33,0,1,207.8
714,아산 에이원 농장,한우,충청남도 아산시 선장면 대흥리 668-1,충청남도 아산시 선장면 서부북로 34-108,2,1,100
715,농업회사법인(주)대강 1농장,한우,충청남도 아산시 도고면 봉농리 458외 2필지(459/459-1),충청남도 아산시 도고면 아산만로35번길 127-54,0,3,4500
716,농업회사법인(주)대강 2농장,한우,충청남도 아산시 도고면 봉농리 445,충청남도 아산시 도고면 아산만로35번길 127-41,0,1,1950
717,하남목장,사슴,충청남도 아산시 염치읍 방현리 605,,300,1,1316.67
718,아산 에이원 농장,염소,충청남도 아산시 선장면 대흥리 668-1,,158,1,1045
719,명성농장,한우,충청남도 아산시 영인면 성내리 365-/365-1/200-1(액비저장조),,20,1,926.9
720,우리 사슴목장 2농장,사슴,충청남도 아산시 둔포면 산전리 471,,35,1,1342.5
721,성진 사슴목장,사슴,충청남도 아산시 신창면 수장리 1000,,70,2,2380
722,상일농장,육계,충청남도 아산시 둔포면 염작리 125-1,,80000,4,4341.6
